"Season","Team","G","PA","AB","HR","R","SB","CS","BABIP","AVG","OBP","SLG","wOBA","wRC+","WAR","H","2B","3B","HR","BB","HBP","wRC","WPA"
"2010","Brewers","2262","6304","5606","182","750","81","26",".304",".262",".335",".424",".334","104","30.0","1471","293","33","182","546","81","788","3.04"
"2000","Red Sox","2051","6371","5630","167","792","43","30",".297",".267",".341",".423",".334","92","16.4","1503","316","32","167","611","42","799","-6.37"
"1943","Pirates","1838","6022","5353","42","666","64","0",".286",".262",".335",".357",".334","97","21.8","1401","240","73","42","569","17","658",""
"1921","Athletics","1678","6060","5455","82","655","69","56",".294",".274",".331",".389",".334","79","3.3","1493","255","64","82","424","45","688",""
"1928","Indians","1716","5993","5391","34","677","49","52",".304",".285",".336",".382",".334","86","10.1","1538","298","62","34","376","36","682",""
"1973","Orioles","1707","6335","5537","119","754","146","64",".287",".266",".345",".389",".334","111","41.2","1474","229","48","119","648","43","769",""
"1992","Athletics","1801","6275","5387","142","745","143","59",".279",".258",".346",".386",".334","113","30.5","1389","219","24","142","707","49","758","6.82"
"2006","Tigers","2214","6198","5642","203","822","60","40",".310",".274",".329",".449",".334","99","21.8","1548","294","40","203","430","45","789","1.16"
"1949","Phillies","1806","5935","5307","122","662","27","",".272",".254",".325",".388",".334","92","15.6","1349","232","55","122","528","26","657",""
"1955","Tigers","1852","6070","5283","130","775","41","22",".276",".266",".344",".394",".334","99","23.8","1407","211","38","130","638","21","739",""
"1992","Orioles","1731","6292","5485","148","705","89","48",".279",".259",".340",".398",".334","107","25.4","1423","243","36","148","647","51","760","0.37"
"1999","Dodgers","2104","6338","5567","187","793","167","68",".294",".266",".339",".420",".334","97","22.1","1480","253","23","187","594","52","780","-3.66"
"1893","Colonels","1164","5105","4566","19","759","203","",".275",".260",".338",".343",".334","88","5.9","1185","177","73","19","485","54","725",""
"1955","Braves","1782","5920","5277","182","743","42","27",".272",".261",".326",".427",".334","105","26.3","1377","219","55","182","504","28","721",""
"2002","Twins","2289","6196","5582","167","768","79","62",".309",".272",".332",".437",".334","101","25.7","1518","348","36","167","472","56","784","0.44"
"1946","Giants","1931","5834","5191","121","612","46","",".266",".255",".328",".374",".334","96","19.3","1326","176","37","121","530","27","631",""
"1993","Rangers","1759","6166","5510","181","835","113","67",".293",".267",".329",".431",".334","103","20.1","1472","284","39","181","483","48","771","4.30"
"1954","Braves","1796","5921","5261","139","670","54","31",".276",".265",".327",".401",".334","95","21.2","1395","217","41","139","471","35","671",""
"1921","Cubs","1724","5907","5321","37","668","70","97",".309",".292",".339",".378",".334","89","13.4","1553","234","56","37","343","35","670",""
"1938","Cubs","1706","5972","5333","65","713","49","",".286",".269",".338",".377",".334","96","21.0","1435","242","70","65","522","29","701",""
"1908","Giants","1647","5826","5006","20","652","181","","",".267",".342",".333",".334","115","34.3","1339","182","43","20","494","76","677",""
"1890","Maumees","1229","5132","4575","24","739","421","","",".252",".333",".348",".334","99","18.9","1152","152","108","24","486","71","774",""
"2006","Mets","2279","6291","5558","200","834","146","35",".293",".264",".334",".445",".334","99","28.1","1469","323","41","200","547","62","796","8.60"
"1997","White Sox","2014","6201","5491","158","779","106","52",".298",".273",".341",".417",".334","100","17.2","1498","260","28","158","569","33","769","0.75"
"1958","Cubs","2035","5902","5289","182","709","39","23",".284",".265",".330",".426",".334","99","22.2","1402","207","49","182","487","45","726",""
"1931","Robins","1726","5814","5309","71","681","45","",".295",".276",".331",".390",".334","94","15.5","1464","240","77","71","409","27","691",""
"1928","Phillies","1845","5917","5234","85","660","52","",".283",".267",".333",".382",".334","79","1.1","1396","257","47","85","503","21","670",""
"2004","Angels","2217","6296","5675","162","836","143","46",".312",".282",".341",".429",".334","103","23.4","1603","272","37","162","450","73","799","3.71"
"1944","Indians","1858","6119","5481","70","643","48","42",".288",".266",".331",".372",".334","105","28.7","1458","270","50","70","512","19","696",""
"1958","Yankees","1821","5971","5294","164","759","48","32",".288",".268",".336",".416",".334","111","36.7","1418","212","39","164","537","26","733",""
"2010","Blue Jays","2206","6072","5495","257","755","58","20",".269",".248",".312",".454",".334","105","23.7","1364","319","21","257","471","55","758","2.05"
"1897","Browns","1243","5149","4642","31","588","172","","",".275",".336",".356",".333","83","-0.3","1277","149","67","31","354","73","684",""
"1914","Chi-Feds","1681","5826","5098","52","621","171","",".285",".258",".331",".352",".333","101","30.9","1314","227","50","52","520","41","658",""
"1970","Cubs","1954","6229","5491","179","806","39","16",".276",".259",".333",".415",".333","90","17.1","1424","228","44","179","607","20","770",""
"1987","Mariners","1712","6145","5508","161","760","174","73",".295",".272",".335",".428",".333","99","16.1","1499","282","48","161","500","43","793","-2.14"
"1994","Braves","1531","4349","3861","137","542","48","31",".290",".267",".333",".434",".333","97","17.9","1031","198","18","137","377","22","547","5.66"
"1973","Twins","1735","6331","5625","120","738","87","46",".305",".270",".342",".393",".333","103","21.4","1521","240","44","120","598","34","767",""
"2016","Cubs","2332","6335","5503","199","808","66","34",".302",".256",".343",".429",".333","106","37.1","1409","293","30","199","656","96","822","3.79"
"1910","Athletics","1558","5809","5154","19","670","207","","",".266",".326",".355",".333","115","36.1","1373","191","105","19","409","47","659",""
"1984","Yankees","1749","6356","5661","130","758","62","38",".291",".276",".339",".404",".333","108","21.6","1560","275","32","130","534","38","786","5.68"
"1950","Senators","1777","6029","5251","76","690","42","25",".282",".260",".347",".360",".333","84","8.2","1365","190","53","76","672","32","685",""
"2006","Rockies","2306","6348","5562","157","813","85","50",".310",".270",".341",".433",".333","87","13.5","1504","325","54","157","561","60","795","-9.33"
"2000","Pirates","2202","6369","5643","168","793","86","40",".299",".267",".339",".424",".333","91","10.6","1506","320","31","168","564","66","790","-5.24"
"1980","Rangers","1953","6320","5690","124","756","91","49",".296",".284",".339",".405",".333","107","16.4","1616","263","27","124","480","23","771","-3.18"
"1940","Athletics","1754","5948","5304","105","703","48","33",".283",".262",".334",".387",".333","86","7.6","1391","242","53","105","556","19","710",""
"1990","Blue Jays","1679","6223","5589","167","767","111","52",".291",".265",".328",".419",".333","107","26.5","1479","263","50","167","526","28","766","1.95"
"2003","Astros","2390","6320","5583","191","805","66","30",".289",".263",".336",".431",".333","97","26.4","1466","308","30","191","557","81","799","-2.93"
"1999","Devil Rays","1833","6272","5586","145","772","73","49",".312",".274",".343",".411",".333","92","6.8","1531","272","29","145","544","64","776","-9.38"
"1911","Reds","1742","6089","5291","21","682","290","",".290",".261",".337",".346",".333","94","18.9","1379","180","105","21","578","35","709",""
"2009","Indians","2188","6320","5568","161","773","84","31",".308",".264",".339",".417",".333","100","14.5","1468","314","28","161","582","81","780","-5.14"
"1911","Phillies","1601","5751","5044","60","658","153","",".284",".259",".328",".359",".333","89","13.8","1307","214","56","60","490","31","671",""
"2010","Rockies","2379","6265","5530","173","770","99","42",".310",".263",".336",".425",".333","90","13.4","1452","270","54","173","585","47","776","-4.99"
"1949","White Sox","1796","6003","5204","43","648","62","55",".284",".257",".347",".347",".333","87","14.9","1340","207","66","43","702","13","661",""
"1973","Giants","2077","6274","5537","161","739","112","52",".287",".262",".335",".407",".333","102","25.8","1452","212","52","161","590","35","756",""
"1996","Braves","2227","6293","5614","197","773","83","43",".297",".270",".333",".432",".333","99","25.0","1514","264","28","197","530","27","795","0.95"
"1903","Superbas","1330","5233","4534","15","666","273","","",".265",".348",".339",".333","99","22.1","1201","177","56","15","522","53","679",""
"1944","Giants","1885","5952","5306","93","682","39","",".276",".263",".330",".370",".333","95","18.8","1398","191","47","93","511","20","673",""
"1933","Pirates","1707","5962","5429","39","667","34","",".298",".285",".333",".383",".333","103","24.2","1548","249","84","39","366","20","705",""
"1943","Cubs","1783","5972","5279","52","631","53","",".283",".261",".336",".351",".333","101","22.3","1380","207","56","52","575","21","648",""
"1978","Dodgers","2045","6225","5437","149","727","137","52",".285",".264",".338",".402",".333","108","33.4","1435","251","27","149","610","20","738","11.01"
"1976","Red Sox","1793","6154","5511","134","716","95","70",".285",".263",".324",".402",".333","104","22.3","1448","257","53","134","500","29","727","-0.36"
"2010","Rangers","2312","6302","5635","162","787","123","48",".307",".276",".338",".419",".333","98","21.8","1556","268","25","162","511","45","782","1.41"
"1905","Reds","1501","5865","5205","27","736","181","","",".269",".332",".354",".333","98","20.2","1401","160","101","27","434","52","719",""
"1983","Brewers","1655","6240","5620","132","764","101","49",".292",".277",".333",".418",".333","109","24.5","1556","281","57","132","475","27","772","8.18"
"2020","Red Sox","884","2304","2083","81","292","31","9",".321",".265",".330",".445",".333","106","7.0","552","118","7","81","187","21","315","0.09"
"2008","Orioles","2340","6211","5559","172","782","81","37",".296",".267",".333",".429",".333","98","19.0","1486","322","30","172","533","42","771","-0.82"
"1906","Naps","1531","5987","5425","12","664","203","","",".279",".325",".357",".333","113","39.2","1514","240","73","12","330","41","696",""
"2007","Mariners","2338","6209","5684","153","794","81","30",".313",".287",".337",".425",".333","103","15.3","1629","284","22","153","389","62","777","6.70"
"1941","Pirates","1847","5952","5297","56","690","59","",".288",".268",".338",".368",".333","98","22.0","1417","233","65","56","545","15","682",""
"1991","Red Sox","1731","6259","5530","126","731","59","39",".293",".269",".340",".401",".333","100","22.1","1486","305","25","126","593","32","777","-0.93"
"1960","White Sox","1948","5966","5191","112","741","122","48",".287",".270",".345",".396",".333","103","28.9","1402","242","38","112","567","54","734",""
"1914","Packers","1634","5711","5127","39","644","171","",".297",".267",".324",".364",".333","97","21.1","1369","226","77","39","399","36","643",""
"1872","Red Stockings","435","2151","2122","7","521","47","14",".318",".317",".326",".405",".333","113","16.4","672","106","30","7","29","","533",""
"1986","Twins","1822","6151","5531","196","741","81","61",".284",".261",".325",".428",".333","100","15.5","1446","257","39","196","501","37","768","-5.18"
"1910","Cardinals","1620","5798","4912","15","637","179","",".278",".248",".345",".319",".333","97","16.7","1217","167","70","15","655","78","655",""
"1927","Phillies","1711","5956","5317","57","678","68","",".299",".280",".337",".370",".333","80","1.9","1487","216","46","57","434","28","671",""
"1899","Senators","1503","5783","5256","47","743","176","","",".272",".328",".363",".333","88","3.2","1429","162","87","47","350","87","747",""
"1987","Rangers","1881","6248","5564","194","823","120","71",".296",".266",".333",".430",".333","99","14.3","1478","264","35","194","567","24","803","0.39"
"1914","Tigers","1718","5909","5102","25","615","211","154",".285",".258",".336",".344",".333","102","26.9","1318","195","84","25","557","44","664",""
"2018","Dodgers","2574","6358","5572","235","804","75","24",".294",".250",".333",".442",".333","111","34.8","1394","296","33","235","647","61","831","4.48"
"1977","Rangers","1775","6342","5541","135","767","154","85",".299",".270",".342",".405",".333","104","29.3","1497","265","39","135","596","39","783","2.04"
