"Season","Team","IP","BABIP","ERA","FIP","WAR","TBF","R","ER","H","HR","BB","HBP","SO","WPA","AVG","FIP-","RA9-WAR"
"1932","Phillies","1384.0",".293","4.47","4.40","15.1","6097","796","687","1589","107","450","30","459","",".283","99","12.3"
"1948","Reds","1343.1",".283","4.47","4.09","12.1","5900","750","667","1410","104","572","18","599","",".266","101","4.7"
"1887","Grays","1185.1",".305","4.47","4.16","10.5","","918","589","1348","27","454","42","332","",".287","103","9.7"
"1958","Dodgers","1368.1",".284","4.47","4.27","10.2","5980","761","680","1399","173","606","33","855","",".262","104","6.5"
"1991","Rangers","1479.0",".290","4.47","4.24","10.1","6487","814","735","1486","151","662","45","1022","-2.52",".257","106","6.0"
"1936","Cardinals","1398.0",".301","4.47","4.30","14.9","6164","794","695","1610","89","434","34","559","",".283","98","9.9"
"1953","Browns","1383.2",".289","4.48","4.03","16.4","6113","778","688","1467","101","626","25","639","",".269","95","7.6"
"1921","Phillies","1348.2",".305","4.48","4.27","15.4","6018","919","671","1665","79","371","32","333","",".297","99","-0.3"
"1934","Dodgers","1354.1",".299","4.48","4.24","9.9","5981","791","674","1540","81","475","27","520","",".281","105","4.2"
"1984","Athletics","1430.0",".289","4.48","4.52","5.3","6315","796","712","1554","155","592","35","695","-9.06",".273","113","1.2"
"1996","Phillies","1423.1",".297","4.48","4.31","13.5","6138","790","709","1463","160","510","35","1044","-7.61",".262","100","10.9"
"1961","Cubs","1385.0",".288","4.48","4.12","11.6","6021","800","690","1492","165","465","35","755","",".270","102","4.7"
"1951","Senators","1366.1",".275","4.49","4.25","7.6","6024","764","681","1429","110","630","16","475","",".266","109","5.2"
"1995","Royals","1288.0",".287","4.49","4.61","14.1","5561","691","642","1323","142","503","38","763","1.37",".264","98","17.7"
"1998","Angels","1444.0",".300","4.49","4.51","15.7","6326","783","720","1481","164","630","47","1091","2.42",".262","97","16.5"
"2005","Mariners","1427.2",".287","4.49","4.56","9.3","6172","751","712","1483","179","496","57","892","-6.69",".264","107","11.9"
"2006","Diamondbacks","1459.2",".299","4.49","4.34","19.0","6341","788","728","1503","168","536","61","1115","4.89",".262","93","16.4"
"2003","Red Sox","1464.2",".300","4.49","3.99","21.5","6355","809","731","1503","153","488","76","1141","0.70",".260","91","14.8"
"1925","Indians","1372.1",".299","4.49","4.16","17.1","6141","817","685","1604","41","493","40","345","",".286","95","12.1"
"1985","Twins","1426.1",".281","4.49","4.14","13.4","6067","782","712","1468","164","462","30","767","-1.75",".263","101","10.8"
"2014","Rangers","1426.1",".310","4.49","4.22","9.3","6195","773","712","1510","160","505","61","1110","-6.03",".268","110","7.1"
"1934","Browns","1350.0",".293","4.49","4.72","13.8","6035","800","674","1499","94","632","12","499","",".278","99","14.8"
"1937","Red Sox","1366.0",".300","4.49","4.26","20.1","6132","775","682","1518","92","597","15","682","",".275","91","19.5"
"2003","Mets","1413.1",".295","4.50","4.61","8.3","6204","754","706","1497","168","576","45","907","-5.20",".268","108","9.7"
"1998","Cubs","1477.1",".302","4.50","4.35","14.7","6472","792","738","1528","180","575","48","1207","2.39",".261","100","10.4"
"2009","Twins","1453.0",".301","4.50","4.39","12.5","6274","765","726","1542","185","466","58","1052","1.90",".268","102","15.2"
"2007","Yankees","1450.2",".299","4.50","4.51","13.5","6308","777","725","1498","150","578","60","1009","0.35",".264","102","15.7"
"1941","Phillies","1372.1",".293","4.50","3.99","7.1","6114","793","686","1499","79","606","26","552","",".273","109","-4.0"
"1954","Cardinals","1390.1",".281","4.50","4.26","10.7","6099","790","695","1484","170","535","44","680","",".269","105","5.5"
"1964","Red Sox","1422.0",".296","4.50","3.96","14.7","6223","793","711","1464","178","571","30","1094","",".260","99","2.4"
"2017","Giants","1452.0",".308","4.50","4.22","11.4","6287","776","726","1515","182","496","50","1234","-4.82",".264","103","7.8"
"1970","Giants","1457.2",".290","4.50","4.06","10.4","6408","826","729","1514","156","604","30","931","",".262","106","4.8"
"2008","Royals","1445.2",".298","4.50","4.21","16.7","6214","781","723","1473","159","515","41","1085","3.36",".260","98","16.6"
"1949","Cubs","1357.2",".285","4.50","4.02","12.9","5987","770","679","1463","104","564","22","532","",".271","101","4.3"
"2018","Twins","1443.1",".302","4.50","4.39","11.9","6287","775","722","1425","198","573","80","1377","-1.16",".253","103","10.8"
"2007","Royals","1437.1",".304","4.50","4.55","12.1","6253","778","719","1547","168","520","41","993","0.02",".272","103","16.8"
"1954","Redlegs","1367.1",".281","4.50","4.50","8.6","5987","763","684","1491","169","547","35","537","",".276","108","8.5"
"1889","Alleghenys","1130.2",".306","4.51","3.94","6.5","","804","566","1296","42","374","26","345","",".289","107","1.3"
"1954","Cubs","1374.1",".269","4.51","4.14","14.1","6021","766","688","1375","131","619","26","622","",".256","100","8.5"
"1994","Marlins","1014.2",".293","4.51","4.77","4.1","4474","576","508","1069","120","428","39","649","0.22",".267","112","3.9"
"2016","Braves","1447.2",".293","4.51","4.32","9.0","6250","779","725","1414","177","547","70","1227","-1.80",".251","107","7.3"
"2012","Cubs","1413.2",".291","4.51","4.46","4.4","6140","759","708","1399","175","573","65","1128","-8.98",".254","114","5.6"
"1986","Cubs","1445.0",".307","4.51","3.92","15.3","6248","781","724","1546","143","557","19","962","-5.80",".273","98","7.0"
"2011","Astros","1435.0",".301","4.51","4.35","5.6","6268","796","719","1477","188","560","53","1191","-15.70",".261","112","-1.9"
"1970","Expos","1438.2",".282","4.51","4.43","5.9","6347","807","721","1434","162","716","49","914","",".257","112","7.2"
"1895","Giants","1147.1",".319","4.51","4.48","13.2","","834","575","1359","34","415","0","409","",".296","96","13.2"
"2020","Orioles","518.2",".282","4.51","4.60","6.0","2246","294","260","489","79","192","34","487","-2.74",".242","99","4.6"
"1993","Reds","1434.0",".300","4.51","4.19","13.5","6218","785","719","1510","158","508","44","996","-8.35",".267","100","8.1"
"2017","Rockies","1437.2",".305","4.51","4.32","18.6","6177","757","721","1453","190","532","50","1270","11.97",".260","94","22.8"
"2001","Twins","1441.1",".287","4.51","4.48","11.7","6187","766","723","1494","192","445","56","965","1.27",".263","103","17.2"
"2016","Athletics","1433.1",".299","4.51","4.24","13.7","6144","761","719","1459","185","464","50","1188","-7.09",".259","102","11.2"
"1995","Mariners","1289.1",".307","4.52","4.43","17.8","5743","708","647","1343","149","591","47","1068","1.43",".263","94","16.3"
"1997","Angels","1454.2",".293","4.52","4.83","10.8","6365","794","730","1506","202","605","54","1050","0.13",".264","105","15.0"
"1980","Angels","1428.1",".292","4.52","4.21","9.8","6256","797","717","1548","141","529","39","725","-9.83",".272","105","3.2"
"2005","Tigers","1435.2",".290","4.52","4.57","9.7","6139","787","721","1504","193","461","51","907","-3.71",".267","106","10.6"
"1884","Virginians","370.1",".307","4.52","3.28","3.2","","294","186","402","14","52","17","167","",".278","105","-2.7"
"2000","Padres","1459.1",".282","4.52","4.84","9.5","6414","815","733","1443","191","649","68","1071","-4.46",".253","107","9.0"
"2001","Padres","1440.2",".293","4.52","4.62","8.1","6278","812","724","1519","219","476","56","1088","-6.48",".264","109","4.0"
"1987","Mariners","1430.2",".288","4.52","4.50","18.2","6167","801","719","1503","199","497","28","919","-0.86",".266","96","15.6"
"1898","Senators","1307.0",".318","4.52","3.52","12.3","","939","657","1577","29","450","80","371","",".300","101","-3.3"
"1995","Angels","1284.1",".288","4.53","4.59","16.0","5571","697","646","1310","163","486","43","901","3.15",".260","96","16.3"
"1996","White Sox","1461.0",".298","4.53","4.64","17.8","6405","794","735","1529","174","616","36","1039","4.32",".266","96","20.6"
"1958","Senators","1376.2",".285","4.53","4.11","9.9","6014","747","693","1443","156","558","26","762","",".266","106","4.1"
"2019","Phillies","1453.2",".298","4.53","4.88","8.4","6274","794","732","1452","258","546","71","1392","0.95",".257","108","11.9"
"2006","Reds","1445.2",".301","4.53","4.69","14.7","6319","801","728","1576","213","464","60","1053","-1.11",".272","100","13.6"
"2000","Mariners","1441.2",".288","4.53","4.65","15.5","6269","780","726","1442","167","634","38","998","6.96",".258","98","17.9"
"1898","Browns","1324.1",".310","4.53","3.49","11.9","","929","667","1584","32","372","86","288","",".298","102","-2.4"
"1897","Colts","1197.0",".326","4.53","4.13","13.2","","894","603","1485","30","433","64","361","",".306","99","6.8"
"2005","Yankees","1430.2",".297","4.54","4.28","15.2","6182","789","721","1495","164","463","84","985","-1.40",".265","99","12.5"
"1989","Yankees","1414.2",".300","4.54","4.21","7.5","6169","792","713","1550","150","521","37","787","-6.84",".276","110","1.3"
"1991","Tigers","1450.1",".294","4.54","4.44","9.5","6343","794","731","1570","148","593","24","739","3.09",".274","106","7.7"
"1962","Cubs","1438.1",".286","4.54","4.31","8.9","6309","827","725","1509","159","601","46","783","",".267","108","6.2"
"2006","Cardinals","1429.2",".288","4.54","4.77","7.8","6196","762","721","1475","193","504","80","970","-0.33",".263","108","11.7"
"1978","Blue Jays","1429.1",".293","4.54","4.21","8.3","6255","775","721","1529","149","614","22","758","-13.87",".272","109","6.0"
"1989","Tigers","1427.1",".293","4.54","4.43","4.9","6334","816","720","1514","150","652","43","831","-14.49",".268","113","-1.4"
"1982","Athletics","1456.0",".272","4.54","4.74","3.6","6430","819","735","1506","177","648","30","697","-10.18",".262","117","0.8"
"2009","Astros","1430.0",".311","4.54","4.35","11.6","6237","770","722","1521","176","546","50","1144","-4.46",".270","102","7.0"
"2004","Rangers","1439.2",".297","4.54","4.64","14.9","6345","794","727","1536","182","547","81","979","6.81",".269","99","20.0"
"1896","Giants","1136.2",".305","4.54","4.32","9.6","","821","574","1303","33","403","0","312","",".289","103","6.3"
"1893","Reds","1172.0",".294","4.55","4.76","10.8","","814","592","1305","38","549","0","258","",".283","102","15.8"
"1992","Mariners","1445.0",".291","4.55","4.20","9.3","6349","799","730","1467","129","661","60","894","-10.28",".261","107","3.2"
"1893","Grooms","1154.0",".292","4.55","4.74","7.8","","845","583","1262","41","547","0","297","",".279","106","9.5"
"2006","Pirates","1435.0",".312","4.55","4.53","12.5","6354","797","725","1545","156","620","70","1060","-1.71",".273","102","9.7"
"2008","Reds","1442.1",".312","4.55","4.54","9.1","6352","800","729","1542","201","557","67","1227","-3.26",".269","102","5.3"
"1996","Royals","1450.0",".299","4.55","4.54","21.3","6251","786","733","1563","176","460","56","926","1.50",".273","91","23.5"
"1988","Orioles","1416.0",".287","4.55","4.37","6.3","6141","789","716","1506","153","523","43","709","-16.92",".270","110","2.1"
"2001","White Sox","1433.1",".285","4.55","4.64","13.4","6200","795","725","1465","181","500","88","921","0.40",".261","101","14.0"
"2013","Twins","1450.1",".309","4.55","4.23","11.5","6257","788","734","1591","168","458","44","985","-8.11",".276","107","7.2"
"1939","Red Sox","1350.2",".300","4.56","4.16","18.9","6037","795","684","1533","77","543","19","539","",".280","91","14.9"
"1985","Rangers","1411.2",".288","4.56","4.20","10.9","6112","785","715","1479","173","501","36","863","-7.61",".265","104","8.4"
"1987","Cubs","1434.2",".305","4.56","4.25","14.8","6311","801","727","1524","159","628","27","1024","-2.83",".269","99","11.9"
"1995","Yankees","1284.2",".286","4.56","4.62","13.3","5575","688","651","1286","159","535","32","908","3.35",".257","100","14.2"
"1975","Cubs","1444.1",".303","4.56","3.81","14.6","6383","827","732","1587","130","551","40","850","-5.52",".274","100","0.2"
"1970","White Sox","1430.1",".293","4.56","4.32","10.5","6272","822","725","1554","164","556","44","762","",".274","106","0.8"
"1955","Cardinals","1376.2",".267","4.56","4.35","10.0","5972","757","698","1376","185","549","47","730","",".256","105","8.1"
"1997","Tigers","1445.2",".289","4.56","4.59","15.9","6246","790","733","1476","178","552","43","982","3.24",".261","98","15.3"
"2005","Orioles","1427.2",".292","4.56","4.51","12.4","6242","800","724","1458","180","580","52","1052","-4.35",".260","101","9.1"
"2012","Astros","1423.1",".306","4.57","4.27","9.3","6238","794","722","1493","173","540","48","1170","-12.29",".264","108","1.1"
"2017","Phillies","1441.0",".304","4.57","4.56","14.3","6235","782","731","1471","221","527","63","1309","-5.91",".261","103","12.2"
"1949","Pirates","1356.0",".282","4.57","4.31","12.4","5911","765","688","1452","142","535","33","556","",".272","102","9.2"
"1872","Forest Citys","199.0",".340","4.57","4.15","0.9","","254","101","289","6","24","","11","",".340","112","-1.9"
"1924","Browns","1353.1",".288","4.57","4.37","13.0","6029","797","687","1511","68","517","45","386","",".276","100","12.1"
"2002","White Sox","1423.0",".279","4.57","4.61","14.0","6131","798","723","1422","190","528","60","945","-1.75",".257","101","12.8"
"1991","Athletics","1444.1",".280","4.57","4.49","5.2","6299","776","734","1425","155","655","55","892","-3.94",".255","113","5.0"
"1937","Senators","1398.2",".287","4.58","4.66","8.0","6222","841","711","1498","96","676","22","535","",".271","108","8.7"
"1996","Blue Jays","1445.2",".293","4.58","4.76","16.7","6271","809","735","1476","187","610","36","1033","0.28",".262","97","20.1"
"1993","Indians","1445.2",".301","4.58","4.70","7.0","6384","813","735","1591","182","591","39","888","-7.70",".277","110","8.4"
"2000","Athletics","1435.1",".301","4.58","4.61","17.1","6355","813","730","1535","158","615","48","963","3.18",".270","96","16.3"
"1931","Phillies","1360.1",".306","4.58","4.30","16.8","6108","827","692","1603","75","511","36","499","",".288","96","8.1"
"2014","Twins","1435.0",".315","4.58","3.97","14.3","6212","777","730","1588","147","408","45","1031","-11.11",".276","104","5.6"
"2007","Nationals","1446.2",".286","4.58","4.92","4.4","6333","783","736","1502","187","580","42","931","-0.73",".263","114","7.7"
"1977","Blue Jays","1428.1",".293","4.58","4.39","10.1","6301","822","727","1538","152","623","20","771","-10.58",".272","106","7.1"
"1936","Senators","1345.2",".291","4.58","4.64","13.4","5996","799","685","1484","73","588","22","462","",".276","100","16.5"
"1979","Indians","1431.2",".289","4.58","4.14","14.7","6236","805","729","1502","138","570","23","781","-0.32",".266","98","9.2"
"1990","Braves","1429.2",".302","4.58","3.93","13.0","6303","821","728","1527","128","579","26","938","-15.35",".268","101","1.0"
"2007","Tigers","1447.1",".295","4.58","4.67","11.1","6345","797","737","1498","174","566","68","1047","1.32",".262","104","14.3"
"1973","Indians","1464.2",".290","4.58","4.20","9.6","6383","826","746","1532","172","602","39","883","",".267","108","3.4"
"1942","Senators","1346.2",".295","4.58","3.44","12.9","6027","817","686","1496","50","558","17","496","",".274","100","-6.6"
"1922","Indians","1383.2",".306","4.59","3.94","16.2","6116","817","705","1605","58","464","42","489","",".286","96","6.3"
"1991","Orioles","1457.2",".295","4.59","4.07","13.9","6247","796","743","1534","147","504","28","868","-7.34",".268","101","6.6"
"2000","Marlins","1429.2",".298","4.59","4.65","13.1","6307","797","729","1477","169","650","43","1051","-0.02",".263","101","10.7"
"1887","Athletics","1186.1",".290","4.59","3.99","11.6","","890","605","1227","29","433","71","417","",".268","101","12.7"
"1931","Tigers","1384.1",".294","4.59","4.47","12.9","6214","836","706","1549","79","597","27","511","",".277","102","12.6"
"2010","Brewers","1439.0",".308","4.59","4.21","7.4","6324","804","734","1487","173","582","48","1258","-7.04",".261","104","-0.8"
"1922","Athletics","1362.1",".292","4.59","4.59","7.0","6006","828","695","1573","107","469","32","373","",".286","110","3.7"
"1925","Tigers","1383.2",".299","4.59","4.46","12.8","6152","828","706","1582","70","556","42","419","",".285","101","11.4"
"2010","Orioles","1436.1",".294","4.59","4.57","9.8","6262","785","733","1508","186","520","59","1007","-5.24",".265","105","7.6"
"1940","Senators","1350.0",".298","4.59","4.23","11.9","6044","811","689","1494","93","618","21","618","",".276","103","5.8"
"2009","Pirates","1418.1",".300","4.59","4.48","12.6","6144","768","724","1491","152","563","47","919","-9.84",".269","107","9.4"
"2006","Braves","1441.1",".300","4.60","4.65","11.0","6350","805","736","1529","183","572","55","1049","-5.86",".267","103","9.8"
"2011","Twins","1421.2",".307","4.60","4.30","7.7","6210","804","726","1564","161","480","54","940","-8.89",".276","108","3.6"
"1938","Indians","1353.0",".291","4.60","4.40","15.5","6049","782","691","1416","100","681","30","717","",".265","97","16.7"
"1931","Red Sox","1366.2",".292","4.60","4.19","12.4","6067","800","698","1559","54","473","25","365","",".280","101","10.0"
"2018","Tigers","1425.1",".291","4.60","4.59","9.6","6130","796","728","1423","216","491","60","1215","-6.66",".255","107","8.0"
"2006","Mariners","1446.2",".297","4.60","4.59","13.4","6294","792","739","1500","183","560","53","1067","1.48",".264","103","14.3"
"2017","Twins","1436.0",".296","4.60","4.71","8.9","6205","788","734","1487","224","483","69","1166","-0.23",".263","107","12.2"
"1897","Bridegrooms","1194.2",".308","4.60","4.29","6.6","","845","611","1417","34","410","52","256","",".296","109","4.9"
"1897","Phillies","1155.1",".316","4.60","4.15","10.8","","792","591","1415","28","364","54","253","",".303","101","9.5"
"1939","Senators","1354.2",".281","4.60","4.30","12.8","6010","797","693","1420","75","602","20","521","",".264","101","10.4"
"1961","Phillies","1383.1",".288","4.61","4.11","10.1","5985","796","708","1452","155","521","34","775","",".267","104","3.3"
"1979","Mariners","1438.0",".292","4.61","4.46","14.7","6314","820","736","1567","165","571","33","736","-5.17",".274","100","9.5"
"1896","Senators","1136.2",".326","4.61","4.33","12.5","","920","582","1435","24","435","0","292","",".309","98","1.8"
"2006","Rangers","1431.1",".307","4.61","4.44","15.8","6237","784","733","1558","162","496","66","972","-0.36",".275","96","17.3"
"2006","Phillies","1460.1",".304","4.61","4.65","14.2","6366","812","748","1561","211","512","62","1138","0.03",".270","100","12.8"
"1884","Keystones","593.1",".345","4.61","2.91","3.4","","545","304","726","7","105","","310","",".303","111","-7.9"
"1974","Padres","1445.2",".296","4.61","4.09","3.9","6512","830","741","1536","124","715","48","855","-13.86",".267","117","-6.6"
"1992","Tigers","1435.2",".287","4.61","4.46","6.1","6254","794","736","1534","155","564","29","693","-7.95",".271","110","3.6"
"1921","Browns","1379.0",".294","4.61","4.37","12.8","6140","845","707","1541","71","556","39","477","",".278","101","10.5"
"1930","Giants","1363.1",".293","4.61","4.88","12.0","5979","814","699","1546","117","439","31","522","",".281","102","16.5"
"1921","Athletics","1400.1",".301","4.61","4.52","11.1","6280","889","718","1645","85","548","32","431","",".289","105","7.9"
"2006","White Sox","1449.0",".295","4.61","4.56","19.2","6232","794","743","1534","200","433","58","1012","3.67",".267","96","19.0"
"1883","Alleghenys","867.2",".340","4.62","3.47","6.9","","728","445","1140","21","151","","271","",".318","106","-5.6"
"2003","Cardinals","1463.2",".289","4.62","4.75","7.3","6375","796","751","1544","210","508","65","969","-5.23",".266","111","8.3"
"1994","Brewers","1036.0",".283","4.62","4.91","7.8","4493","586","532","1071","127","421","29","577","-0.37",".265","105","12.2"
"1953","Reds","1365.0",".277","4.62","4.69","8.6","5915","788","701","1484","179","488","31","506","",".275","108","9.8"
"1960","Red Sox","1361.0",".291","4.62","3.97","16.2","6029","775","699","1440","127","580","36","767","",".266","95","4.9"
"1987","Brewers","1464.0",".301","4.62","4.09","19.9","6345","817","752","1548","169","529","26","1039","6.19",".267","93","14.6"
"1957","Redlegs","1395.2",".281","4.62","4.14","11.2","6025","781","717","1486","179","429","51","707","",".268","103","5.6"
"1955","Senators","1354.2",".290","4.62","3.93","12.2","6053","789","696","1450","99","634","49","607","",".270","102","1.0"
"1986","Indians","1447.2",".284","4.63","4.61","7.2","6439","841","744","1548","167","605","57","744","-3.76",".268","111","5.4"
"1987","Braves","1427.2",".294","4.63","4.50","9.8","6270","829","734","1529","163","587","39","837","-8.07",".271","106","6.3"
"1998","Brewers","1451.0",".302","4.63","4.62","8.5","6325","812","746","1538","188","550","61","1063","-2.94",".269","107","6.1"
"1987","Rangers","1444.1",".278","4.63","4.83","9.2","6390","849","743","1388","199","760","55","1103","-6.39",".249","107","10.3"
"1931","Indians","1354.2",".300","4.63","4.33","15.2","6156","833","697","1577","64","561","25","470","",".283","98","11.4"
"1945","Phillies","1352.2",".295","4.63","3.90","7.6","6170","864","696","1546","61","608","29","433","",".279","107","-8.0"
"2020","Blue Jays","524.2",".302","4.63","4.73","4.5","2309","312","270","517","81","250","14","519","0.10",".253","105","2.2"
"2019","Padres","1432.0",".299","4.63","4.22","15.6","6160","789","737","1394","215","463","68","1475","-1.02",".248","96","8.4"
"2017","Royals","1437.2",".303","4.63","4.43","13.7","6218","791","740","1480","196","519","52","1216","1.78",".262","103","14.4"
"2000","Brewers","1466.1",".291","4.63","4.98","10.3","6497","826","755","1501","174","728","65","967","-1.96",".263","106","14.7"
"1998","Diamondbacks","1432.1",".282","4.64","4.69","8.9","6151","812","738","1463","188","489","41","908","-5.16",".260","108","8.5"
"1922","Phillies","1372.0",".308","4.64","4.37","16.5","6186","914","707","1692","89","460","40","394","",".298","97","8.4"
"1996","Pirates","1453.1",".310","4.64","4.46","10.9","6338","833","749","1602","183","479","50","1044","-5.60",".276","104","8.0"
"1998","Phillies","1463.0",".294","4.64","4.43","11.8","6339","808","754","1476","188","544","54","1176","-1.60",".257","104","9.8"
"1973","Rangers","1430.0",".295","4.64","4.10","7.7","6375","844","737","1514","130","680","44","831","",".268","109","-3.7"
"2006","Giants","1429.2",".287","4.64","4.52","13.0","6225","790","737","1422","153","584","70","992","-1.40",".255","102","11.8"
"2015","Tigers","1447.0",".298","4.64","4.46","11.7","6188","803","746","1491","193","489","46","1100","-4.49",".264","109","8.8"
"1936","Phillies","1365.1",".301","4.64","4.64","16.2","6214","873","704","1630","87","515","37","454","",".288","97","7.2"
"2016","Phillies","1437.0",".304","4.64","4.34","13.9","6163","796","741","1468","213","466","51","1299","-1.51",".260","103","5.8"
"2020","Giants","517.2",".281","4.64","4.45","3.5","2240","297","267","474","69","210","34","488","-4.63",".237","106","1.7"
"2012","Blue Jays","1443.2",".291","4.64","4.66","6.9","6216","784","745","1439","204","574","55","1142","-2.71",".258","110","9.5"
"1952","Pirates","1363.2",".272","4.65","4.27","7.1","5992","793","704","1395","133","625","27","564","",".261","110","0.1"
"2001","Indians","1446.2",".315","4.65","3.99","21.1","6312","821","747","1512","148","573","49","1218","4.68",".266","90","10.5"
"2003","Pirates","1444.1",".292","4.65","4.52","9.1","6293","801","746","1527","178","502","61","926","-3.63",".266","105","8.0"
"2001","Brewers","1436.1",".289","4.65","4.90","6.7","6338","806","742","1452","197","667","72","1057","-5.13",".259","110","9.2"
"1996","Yankees","1440.0",".305","4.65","4.25","23.0","6289","787","744","1469","143","610","49","1139","11.38",".261","88","20.1"
"1996","Rangers","1449.1",".305","4.65","4.63","19.4","6358","799","749","1569","168","582","43","976","7.45",".274","94","23.4"
"2018","Reds","1441.0",".300","4.65","4.68","8.1","6279","819","745","1491","228","532","50","1258","-7.23",".262","113","7.4"
"1994","Pirates","1005.2",".304","4.65","4.58","5.8","4393","580","520","1094","117","370","41","650","-0.72",".275","107","4.1"
"1948","Senators","1357.1",".280","4.65","4.46","7.8","6139","795","702","1439","81","734","27","446","",".268","108","4.8"
"2002","Padres","1436.1",".306","4.66","4.37","8.9","6333","815","743","1522","177","582","66","1108","-11.96",".268","108","-0.5"
"1950","Senators","1364.2",".284","4.66","4.30","15.1","6110","813","706","1479","99","648","26","486","",".272","98","9.3"
"2006","Rockies","1447.1",".304","4.66","4.51","17.3","6318","812","749","1549","155","553","66","952","4.33",".272","95","17.5"
"1929","Cardinals","1359.2",".302","4.66","4.57","14.7","6041","807","704","1604","101","474","29","453","",".290","99","16.1"
"2008","Nationals","1434.0",".296","4.66","4.71","7.9","6310","825","743","1496","190","588","51","1063","-9.25",".264","108","2.7"
"1926","Browns","1368.0",".290","4.66","4.74","7.2","6161","849","709","1549","86","654","32","337","",".283","112","6.2"
"1995","Rangers","1285.0",".302","4.66","4.62","14.1","5626","720","666","1385","152","514","36","838","4.40",".273","98","16.0"
"1987","Twins","1427.1",".286","4.67","4.69","11.5","6205","806","740","1465","210","564","50","990","-1.09",".262","104","15.5"
"2000","White Sox","1450.1",".296","4.67","4.83","16.5","6337","839","752","1509","195","614","54","1037","11.47",".266","98","18.6"
"1953","Athletics","1409.0",".279","4.67","4.29","12.3","6186","799","731","1475","121","594","57","566","",".266","104","6.1"
"1895","Colts","1150.2",".319","4.67","4.77","14.2","","854","597","1422","38","432","0","297","",".305","96","15.3"
"1986","Mariners","1439.2",".309","4.67","4.32","15.3","6345","835","747","1590","171","585","49","944","-7.33",".278","99","6.7"
"2007","Cardinals","1435.2",".293","4.67","4.66","9.8","6283","829","745","1514","168","509","73","945","-1.23",".266","106","5.5"
"1884","Mountain City","219.2",".354","4.67","3.31","1.1","","216","114","292","3","52","","93","",".320","117","-2.9"
"1983","Twins","1437.1",".293","4.67","4.47","6.6","6297","822","746","1559","163","580","35","748","-4.38",".274","111","7.3"
"2017","Athletics","1431.0",".294","4.67","4.57","9.6","6167","826","743","1444","210","502","61","1202","-11.11",".258","107","5.1"
"1897","Pirates","1153.1",".321","4.67","3.80","12.8","","835","599","1397","22","318","65","342","",".300","96","4.3"
"1889","Nationals","1103.0",".310","4.68","4.25","6.1","","892","573","1261","37","527","40","388","",".288","110","-4.2"
"1985","Mariners","1432.0",".286","4.68","4.29","13.6","6260","818","744","1456","154","637","41","868","-3.24",".261","100","6.1"
"1893","Phillies","1189.0",".302","4.68","4.54","12.4","","841","618","1359","30","521","12","283","",".288","98","14.0"
"1934","Senators","1381.1",".301","4.68","4.34","12.6","6148","806","718","1622","74","503","14","412","",".288","100","10.1"
"1944","Dodgers","1367.2",".284","4.68","4.07","5.8","6177","833","711","1471","75","660","36","487","",".268","112","-5.4"
"1980","Indians","1428.0",".297","4.68","4.05","13.9","6221","807","743","1519","137","552","32","843","-1.06",".269","100","5.0"
"1947","Pirates","1374.0",".277","4.68","4.58","6.5","6089","815","715","1488","155","592","27","501","",".272","111","5.2"
"1930","Red Sox","1360.1",".285","4.68","4.81","10.7","5992","812","708","1515","75","488","20","356","",".276","105","13.6"
"2020","Pirates","513.0",".280","4.68","4.80","2.7","2227","298","267","451","80","249","37","536","-6.13",".232","108","2.6"
"2004","Yankees","1443.2",".300","4.69","4.27","18.6","6240","808","752","1532","182","445","60","1058","5.55",".267","95","14.0"
"2001","Expos","1431.1",".302","4.69","4.46","14.0","6250","812","746","1509","190","525","61","1103","-4.05",".266","99","10.9"
"2003","Blue Jays","1435.0",".302","4.69","4.46","15.1","6270","826","748","1560","184","485","57","984","-2.35",".272","98","12.1"
"2015","Phillies","1436.1",".316","4.69","4.40","10.3","6332","809","749","1592","191","488","61","1153","-10.14",".275","110","1.0"
"1999","Expos","1434.1",".301","4.69","4.38","17.9","6321","853","748","1505","152","572","60","1043","-8.01",".265","95","9.4"
"1994","Blue Jays","1025.0",".302","4.70","4.62","12.1","4536","579","535","1053","127","482","32","832","1.72",".262","96","12.6"
"2019","Red Sox","1471.0",".312","4.70","4.28","16.5","6399","828","768","1423","215","605","76","1633","3.21",".249","95","14.0"
"2017","Padres","1430.2",".299","4.70","4.68","7.9","6169","816","747","1417","226","554","75","1325","-4.48",".256","109","5.0"
"2017","Rangers","1434.1",".289","4.70","4.88","11.2","6211","816","749","1443","214","559","74","1107","-2.29",".259","107","16.4"
"2001","Orioles","1432.1",".289","4.70","4.76","9.9","6273","829","748","1504","194","528","74","938","-11.22",".265","106","5.8"
"2007","Astros","1464.2",".300","4.70","4.73","11.8","6417","813","765","1566","206","510","63","1109","0.07",".268","104","8.8"
"1930","Tigers","1351.2",".298","4.70","4.82","13.5","6026","832","706","1507","86","570","33","574","",".278","100","14.6"
"1997","Rangers","1429.2",".308","4.70","4.57","15.0","6309","823","747","1598","169","541","38","925","-5.40",".279","99","14.2"
"1993","Tigers","1436.2",".289","4.70","4.77","8.9","6308","837","751","1547","188","542","48","828","-2.21",".271","107","6.5"
"1964","Athletics","1455.2",".283","4.71","4.62","1.4","6428","836","761","1516","220","614","54","966","",".263","120","-3.3"
"2004","Orioles","1455.1",".298","4.71","4.52","15.7","6459","830","761","1488","159","687","62","1090","0.57",".261","97","11.5"
