"Season","Team","G","AB","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","OPS","wOBA","wRC+","EV","BsR","Off","Def","WAR","H","1B","2B","3B","HR","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","wOBA"
"1905","Beaneaters","1459","5190","5632","17","468","387","132","5.4%","",".058","",".234",".284",".293",".576",".282","75","","-8.2","-175.9","-27.8","-0.8","1217","1000","148","52","17","302","","","54","","86","","132","",".282"
"1906","Beaneaters","1425","4925","5452","16","408","330","95","6.5%","",".055","",".226",".286",".281",".567",".282","77","","-16.0","-148.7","-27.0","-0.1","1115","920","136","43","16","356","","","52","","119","","95","",".282"
"1968","Yankees","1963","5310","5992","109","536","501","90","9.4%","16.0%",".103",".241",".214",".292",".318",".609",".281","90","","1.7","-56.6","28.3","14.8","1137","840","154","34","109","566","52","958","30","30","56","100","90","50",".281"
"1882","Alleghenys","714","2904","2994","18","428","","","3.0%","",".097","",".251",".274",".348",".622",".281","106","","0.0","26.3","0.5","13.3","730","543","110","59","18","90","","","","","","","","",".281"
"1966","Athletics","2071","5328","5873","70","564","509","132","7.2%","16.7%",".100",".276",".236",".294",".337",".631",".281","79","","10.3","-127.0","53.4","8.9","1259","921","212","56","70","421","34","982","26","27","71","100","132","50",".281"
"1903","Senators","1311","4613","4990","17","437","372","131","5.2%","",".080","",".231",".277",".311",".588",".281","76","","-2.0","-146.2","-6.3","1.6","1066","805","172","72","17","257","","","39","","81","","131","",".281"
"1905","Senators","1481","5015","5528","22","560","483","169","5.4%","",".079","",".224",".274",".302",".577",".281","85","","3.4","-83.5","19.8","11.9","1121","838","193","68","22","298","","","54","","161","","169","",".281"
"1972","Padres","1973","5213","5750","102","488","452","78","7.1%","17.0%",".106",".259",".227",".283",".332",".615",".281","79","","0.4","-134.8","-41.6","2.1","1181","873","168","38","102","407","53","976","15","25","90","97","78","46",".281"
"1885","Alleghenys","1003","3975","4208","5","547","371","","4.5%","",".074","",".240",".282",".315",".597",".281","97","","0.0","-16.2","10.4","14.4","955","748","123","79","5","189","","","44","","","","","",".281"
"1968","Astros","1941","5336","5994","66","510","473","44","8.0%","16.5%",".086",".270",".231",".298",".317",".616",".281","87","","-7.8","-84.9","-73.3","6.3","1233","934","205","28","66","479","81","988","48","34","97","115","44","51",".281"
"1969","Padres","2243","5357","5891","99","468","431","45","7.2%","19.4%",".105",".267",".225",".285",".329",".614",".281","76","","-5.8","-168.6","-1.9","3.2","1203","882","180","42","99","423","40","1143","35","20","56","122","45","44",".281"
"1967","Yankees","2049","5443","6118","100","522","473","63","8.7%","17.0%",".092",".260",".225",".296",".317",".613",".281","85","","2.5","-92.7","7.7","9.0","1225","942","166","17","100","532","37","1043","30","35","78","115","63","37",".281"
"1966","White Sox","2265","5348","6021","87","574","524","153","7.9%","14.5%",".100",".259",".231",".297",".331",".628",".280","86","","4.2","-87.0","96.7","18.1","1235","915","193","40","87","476","50","872","44","44","109","94","153","78",".280"
"1968","Angels","2187","5331","5942","83","498","453","62","7.5%","18.2%",".091",".268",".227",".291",".318",".609",".280","88","","-3.9","-74.3","54.6","15.0","1209","923","170","33","83","447","41","1080","52","37","75","103","62","50",".280"
"1967","Senators","2180","5441","6044","115","550","521","53","7.8%","17.2%",".103",".254",".223",".288",".326",".614",".280","83","","0.3","-105.1","40.4","10.6","1211","903","168","25","115","472","34","1037","37","31","63","114","53","37",".280"
"1877","Dark Blues","541","2358","2388","4","341","201","","1.3%","4.1%",".058",".280",".270",".279",".328",".608",".279","100","","0.0","-0.6","23.2","9.9","637","539","63","31","4","30","","97","","","","","","",".279"
"1909","Doves","1586","5017","5629","14","428","338","135","7.1%","",".050","",".223",".285",".274",".559",".279","70","","-9.3","-187.2","-13.6","-2.3","1121","939","125","43","14","400","","","30","","182","","135","",".279"
"2020","Pirates","873","1932","2134","59","219","210","16","7.8%","24.4%",".137",".268",".220",".284",".357",".641",".279","73","88.1","-2.3","-75.3","-9.0","1.1","425","284","76","6","59","167","6","521","11","15","7","34","16","11",".279"
"1902","Giants","1325","4571","4967","8","401","336","188","5.1%","",".052","",".238",".283",".290",".573",".279","77","","9.1","-119.1","4.4","5.9","1088","899","147","34","8","252","","","36","","108","","188","",".279"
"2013","Marlins","2244","5449","6021","95","513","485","78","7.2%","20.5%",".104",".280",".231",".293",".335",".627",".279","74","","-5.2","-179.0","29.5","3.3","1257","912","219","31","95","432","31","1232","56","26","57","131","78","29",".279"
"1904","Tigers","1524","5321","5853","11","505","431","112","5.9%","",".061","",".231",".282",".292",".575",".279","83","","-11.8","-116.1","8.5","8.5","1231","997","154","69","11","344","","","34","","154","","112","",".279"
"1883","Wolverines","911","3726","3892","13","524","357","","4.3%","9.7%",".080",".275",".250",".282",".330",".612",".279","91","","0.0","-54.0","-1.3","8.0","931","706","164","48","13","166","","378","","","","","","",".279"
"1873","Atlantics","497","2210","2263","6","366","244","19","2.3%","1.9%",".048",".269",".266",".283",".314",".597",".278","92","","0.6","-36.7","14.2","6.1","588","517","42","23","6","53","","43","","","","","19","11",".278"
"1876","Dark Blues","627","2664","2703","2","429","265","","1.4%","2.9%",".055",".274",".267",".277",".322",".599",".278","95","","0.0","-22.0","50.2","11.8","711","591","96","22","2","39","","78","","","","","","",".278"
"1967","White Sox","2299","5383","6000","89","531","491","124","8.0%","14.2%",".096",".250",".225",".291",".320",".612",".278","83","","-1.4","-106.8","109.8","17.2","1209","905","181","34","89","480","56","849","38","32","67","102","124","82",".278"
"1883","Eclipse","889","3555","3696","14","564","5","","3.8%","",".080","",".251",".279",".331",".610",".277","99","","0.0","-7.5","-25.8","9.7","892","700","114","64","14","141","","","","","","","","",".277"
"1910","Browns","1631","5077","5671","12","454","347","169","7.3%","",".057","",".218",".281",".274",".556",".277","77","","-2.7","-136.9","-32.7","-0.1","1105","902","131","60","12","415","","","36","","143","","169","",".277"
"1968","Dodgers","2022","5354","5935","67","470","434","57","7.4%","16.5%",".089",".268",".230",".289",".319",".608",".277","90","","-2.6","-62.2","-0.7","16.1","1234","929","202","36","67","439","61","980","18","45","79","89","57","43",".277"
"1879","White Stockings","747","3116","3189","3","437","293","","2.3%","9.2%",".077",".286",".259",".276",".336",".613",".277","98","","0.0","-10.4","41.4","13.2","808","606","167","32","3","73","","294","","","","","","",".277"
"1881","Ruby Legs","748","3093","3214","7","410","277","","3.8%","5.3%",".064",".265",".253",".281",".316",".597",".277","83","","0.0","-76.7","-28.6","1.7","781","629","114","31","7","121","","169","","","","","","",".277"
"1886","Cowboys","1110","4236","4505","19","494","370","96","6.0%","13.5%",".078",".263",".228",".274",".306",".581",".277","76","","-13.6","-181.0","-70.6","-6.5","967","723","177","48","19","269","","608","","","","","96","",".277"
"1881","Trojans","769","3046","3186","5","399","255","","4.4%","7.5%",".066",".267",".248",".281",".314",".594",".276","85","","0.0","-64.9","23.1","7.8","754","594","124","31","5","140","","240","","","","","","",".276"
"1967","Mets","2160","5417","5928","83","498","461","58","6.1%","16.5%",".087",".274",".238",".288",".325",".613",".276","76","","-1.2","-155.0","-4.7","4.3","1288","1004","178","23","83","362","60","981","37","44","68","113","58","44",".276"
"1882","Grays","761","3104","3206","11","463","322","","3.2%","8.0%",".084",".270",".250",".274",".334",".608",".276","99","","0.0","-4.0","41.6","13.8","776","591","121","53","11","102","","255","","","","","","",".276"
"1881","Red Caps","756","2916","3026","5","349","252","","3.6%","6.4%",".065",".268",".251",".279",".317",".595",".276","90","","0.0","-41.6","-7.6","6.4","733","580","121","27","5","110","","193","","","","","","",".276"
"1884","Keystones","606","2518","2621","7","414","","","3.9%","",".079","",".245",".275",".324",".600",".275","103","","0.0","12.9","-90.5","4.1","618","468","108","35","7","103","","","","","","","","",".275"
"1883","Alleghenys","888","3607","3771","13","525","1","","4.3%","",".076","",".247",".280",".324",".604",".275","96","","0.0","-22.7","-56.1","5.6","892","701","120","58","13","164","","","","","","","","",".275"
"1883","Blues","905","3457","3596","8","476","303","","3.9%","10.4%",".082",".274",".246",".276",".329",".604",".274","90","","0.0","-55.4","51.9","12.2","852","622","184","38","8","139","","374","","","","","","",".274"
"1909","Senators","1672","4983","5541","9","382","306","136","5.8%","",".052","",".223",".276",".275",".551",".274","79","","-6.7","-124.9","-1.0","3.7","1113","914","149","41","9","321","","","42","","195","","136","",".274"
"1876","Brown Stockings","578","2478","2537","2","386","264","","2.3%","2.5%",".054",".265",".259",".276",".313",".589",".274","106","","0.0","21.7","61.0","16.1","642","540","73","27","2","59","","63","","","","","","",".274"
"1883","Browns","890","3495","3619","7","549","318","","3.4%","",".066","",".255",".280",".321",".601",".274","93","","0.0","-37.9","85.0","17.9","891","720","118","46","7","124","","","","","","","","",".274"
"1886","Metropolitans","1241","4683","5046","18","628","425","120","6.5%","",".065","",".224",".279",".289",".568",".274","85","","-16.1","-129.3","17.6","7.3","1047","849","108","72","18","330","","","33","","","","120","",".274"
"1885","Orioles","996","3820","4141","17","541","380","","6.7%","",".077","",".219",".280",".296",".575",".274","88","","0.0","-70.8","-46.4","3.5","837","637","124","59","17","279","","","42","","","","","",".274"
"1882","Trojans","766","3057","3166","12","430","313","","3.4%","9.4%",".088",".268",".244",".270",".333",".603",".274","96","","0.0","-18.7","-19.7","6.3","747","560","116","59","12","109","","298","","","","","","",".274"
"1880","Trojans","752","3007","3127","5","392","253","","3.8%","8.3%",".068",".274",".251",".280",".319",".598",".274","99","","0.0","-5.5","-13.7","9.1","755","599","114","37","5","120","","260","","","","","","",".274"
"1904","Senators","1463","5149","5606","10","437","348","150","5.0%","",".061","",".227",".275",".288",".564",".273","82","","-1.6","-108.5","-62.7","1.5","1170","932","171","57","10","283","","","59","","115","","150","",".273"
"1908","Cardinals","1569","4959","5450","17","372","301","150","5.2%","",".060","",".223",".271",".283",".554",".273","79","","-0.2","-116.3","-32.5","2.6","1105","897","134","57","17","282","","","45","","164","","150","",".273"
"1968","Mets","1993","5503","6027","81","473","434","72","6.3%","20.0%",".087",".276",".228",".281",".315",".596",".273","80","","-0.2","-117.9","36.6","13.4","1252","963","178","30","81","379","50","1203","43","27","75","104","72","45",".273"
"1883","Metropolitans","873","3534","3676","6","498","11","","3.9%","",".069","",".250",".279",".319",".598",".273","92","","0.0","-45.3","19.3","10.9","883","708","111","58","6","142","","","","","","","","",".273"
"1968","White Sox","2252","5405","5965","71","463","431","90","6.7%","14.1%",".083",".257",".228",".284",".311",".595",".273","79","","1.7","-122.0","60.8","9.8","1233","960","169","33","71","397","47","840","40","33","90","108","90","50",".273"
"1874","Mutuals","585","2729","2765","7","501","310","36","1.3%","1.4%",".061",".264",".262",".271",".322",".594",".272","96","","7.0","-15.2","2.1","8.0","714","590","89","28","7","36","","39","","","","","36","3",".272"
"1882","Blues","759","3009","3131","20","402","297","","3.9%","8.3%",".093",".255",".238",".268",".331",".598",".272","96","","0.0","-19.2","27.3","10.8","716","517","139","40","20","122","","261","","","","","","",".272"
"1888","Quakers","1185","4528","4847","16","535","418","246","5.5%","10.0%",".064",".250",".225",".276",".290",".566",".272","84","","-11.5","-114.6","10.1","8.2","1021","808","151","46","16","268","","485","51","","","","246","",".272"
"1883","Orioles","874","3534","3696","5","471","7","","4.4%","",".067","",".246",".279",".314",".593",".271","94","","0.0","-35.2","-67.3","3.2","870","691","125","49","5","162","","","","","","","","",".271"
"1965","Mets","2316","5441","5976","107","495","460","28","6.6%","18.9%",".106",".259",".221",".277",".327",".604",".271","71","","-9.9","-208.8","19.9","-0.2","1202","865","203","27","107","392","40","1129","39","28","76","121","28","42",".271"
"1879","Bisons","715","2906","2984","2","394","279","","2.6%","10.5%",".075",".282",".252",".272",".328",".599",".271","96","","0.0","-17.5","36.5","11.4","733","572","105","54","2","78","","314","","","","","","",".271"
"1963","Mets","2171","5336","5921","96","501","459","41","7.7%","18.2%",".096",".255",".219",".285",".315",".600",".271","69","","-9.4","-206.0","-38.3","-4.6","1168","881","156","35","96","457","41","1078","47","35","46","106","41","52",".271"
"1885","Beaneaters","1022","3950","4140","22","528","375","","4.6%","12.6%",".080",".262",".232",".267",".312",".579",".271","92","","0.0","-44.2","-51.2","4.6","915","696","144","53","22","190","","522","","","","","","",".271"
"1972","Rangers","2068","5029","5680","56","461","424","126","8.9%","16.3%",".073",".254",".217",".290",".290",".581",".270","74","","0.7","-144.8","1.0","1.4","1092","853","166","17","56","503","41","926","30","34","84","100","126","73",".270"
"1885","Quakers","1003","3893","4113","20","513","327","","5.3%","9.7%",".073",".251",".229",".270",".302",".572",".269","92","","0.0","-47.7","21.5","11.5","891","680","156","35","20","220","","401","","","","","","",".269"
"1873","Blue Legs","351","1563","1582","2","283","192","5","1.2%","2.1%",".052",".266",".261",".270",".313",".583",".269","80","","0.5","-67.3","-18.5","-1.4","408","349","38","19","2","19","","33","","","","","5","5",".269"
