"Season","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","EV","ERA","FIP","xFIP","WAR","TBF","H","R","ER","HR","BB","IBB","HBP","SO","Pitches","Pitches","AVG","WHIP","RA9-WAR"
"1990","Brewers","74","88","42","502","162","1445.0","4.80","2.92","0.75",".294","68.8%","","","","4.11","3.88","","13.6","6284","1558","760","660","121","469","39","38","771","","",".270","1.40","4.8"
"1986","Rangers","87","75","41","490","162","1450.1","6.57","4.57","0.90",".280","72.0%","","","","4.11","4.22","","12.7","6311","1356","743","663","145","736","37","41","1059","","",".245","1.44","15.6"
"1992","Indians","76","86","46","541","162","1470.0","5.45","3.47","0.97",".288","72.2%","","","","4.11","4.20","","9.7","6330","1507","746","672","159","566","31","34","890","","",".263","1.41","12.6"
"1964","Braves","88","74","39","430","162","1434.2","5.68","2.84","1.00",".276","68.8%","","","","4.12","3.79","","5.3","6076","1411","744","656","160","452","51","25","906","","",".252","1.30","1.1"
"1887","Alleghenys","55","69","0","127","125","1108.2","2.01","2.00","0.32",".302","54.0%","","","","4.12","3.95","","9.0","","1287","750","507","39","246","","33","248","","",".292","1.38","8.8"
"1932","Indians","87","65","8","245","153","1377.1","2.87","2.91","0.46",".283","65.4%","","","","4.12","4.04","","22.0","6035","1506","744","630","70","446","","12","439","","",".270","1.42","22.6"
"1958","Cardinals","72","82","25","394","154","1381.2","5.35","3.69","1.03",".280","73.0%","","","","4.12","4.09","","13.0","6015","1398","704","632","158","567","53","42","822","","",".259","1.42","13.0"
"1952","Browns","64","90","18","336","155","1399.0","3.74","3.85","0.71",".269","69.1%","","","","4.12","3.96","","12.8","6077","1388","733","640","111","598","","41","581","","",".255","1.42","8.2"
"1901","Blues","54","82","4","157","138","1182.1","2.54","3.53","0.17",".309","57.2%","","","","4.12","3.78","","6.8","","1365","831","541","22","464","","73","334","","",".290","1.55","1.3"
"2016","White Sox","78","84","43","643","162","1446.2","7.90","3.24","1.15",".298","74.0%","43.1%","12.0%","88.4","4.12","4.27","4.38","17.1","6195","1422","715","662","185","521","30","68","1270","23883","23883",".254","1.34","18.5"
"1982","Indians","78","84","30","383","162","1468.1","5.41","3.61","0.75",".279","69.2%","","","","4.12","3.84","","20.4","6307","1433","748","672","122","589","32","22","882","","",".252","1.38","15.0"
"2017","Astros","101","61","45","681","162","1446.0","9.91","3.25","1.20",".300","73.7%","47.3%","14.9%","86.8","4.12","3.91","3.77","19.0","6111","1314","700","662","192","522","17","70","1593","24124","24124",".238","1.27","18.3"
"1942","Phillies","42","109","6","335","151","1341.0","3.17","4.06","0.41",".271","67.0%","","","","4.12","3.72","","7.2","5844","1328","703","614","61","605","","26","472","","",".255","1.44","-2.1"
"1983","Blue Jays","89","73","32","419","162","1445.1","5.20","3.22","0.90",".278","70.8%","","","","4.12","4.06","","14.1","6174","1434","726","662","145","517","38","42","835","","",".255","1.35","16.8"
"1971","Expos","71","90","25","377","162","1434.1","5.20","4.13","0.83",".280","71.7%","","","","4.12","3.94","","5.7","6233","1418","729","657","133","658","73","31","829","","",".256","1.45","4.1"
"1963","Mets","51","111","12","395","162","1427.2","5.08","3.33","1.02",".277","69.6%","","","","4.12","4.04","","3.1","6208","1452","774","654","162","529","26","48","806","","",".258","1.39","-1.6"
"2002","Twins","94","67","47","596","161","1444.2","6.39","2.73","1.15",".286","73.0%","38.2%","10.0%","","4.12","4.20","4.31","16.2","6133","1454","712","662","184","439","24","45","1026","23028","23028",".257","1.31","22.7"
"1950","Tigers","95","59","20","310","157","1407.1","3.68","3.54","0.90",".273","71.8%","","","","4.12","4.31","","16.6","6076","1444","713","645","141","553","","31","576","","",".263","1.42","22.8"
"2018","Mariners","89","73","60","699","162","1448.2","8.25","2.49","1.21",".295","72.5%","42.5%","12.7%","88.8","4.13","4.05","4.06","16.0","6073","1396","711","664","195","400","21","72","1328","23083","23083",".249","1.24","13.3"
"1912","Highlanders","50","102","3","213","153","1335.0","4.29","2.94","0.19",".312","57.7%","","","","4.13","3.15","","16.3","","1448","839","612","28","436","","45","637","","",".278","1.41","0.0"
"1937","Dodgers","62","91","8","315","155","1362.2","3.91","3.14","0.45",".292","63.8%","","","","4.13","3.91","","15.2","5966","1470","772","625","68","476","","21","592","","",".269","1.43","5.4"
"1992","Phillies","70","92","34","485","162","1428.0","5.36","3.46","0.71",".279","69.0%","","","","4.13","3.83","","7.5","6113","1387","717","655","113","549","37","27","851","","",".250","1.36","2.3"
"1995","Cubs","73","71","45","558","144","1301.0","6.41","3.58","1.12",".286","72.9%","","","","4.13","4.57","","8.8","5664","1313","671","597","162","518","68","34","926","","",".257","1.41","13.3"
"1900","Phillies","75","63","3","169","141","1248.2","2.05","2.90","0.21",".313","61.2%","","","","4.13","3.64","","10.3","","1506","792","573","29","402","","67","284","","",".300","1.53","7.6"
"1957","Cubs","62","92","26","419","156","1403.1","5.51","3.85","0.92",".280","71.5%","","","","4.13","3.92","","11.8","6107","1397","722","644","144","601","42","31","859","","",".255","1.42","8.8"
"2005","Padres","82","80","45","618","162","1455.1","7.01","3.11","0.90",".295","71.0%","43.0%","9.2%","","4.13","3.90","4.10","17.4","6253","1452","726","668","146","503","45","46","1133","23630","23630",".255","1.34","8.7"
"1988","White Sox","71","90","43","454","161","1440.0","4.71","3.33","0.86",".280","69.4%","","","","4.13","4.15","","7.9","6206","1467","757","661","138","533","34","35","754","","",".260","1.39","8.4"
"1977","Tigers","74","88","23","360","162","1457.0","4.84","2.90","1.00",".284","70.8%","","","","4.13","4.12","","16.1","6238","1526","751","669","162","470","38","23","784","","",".266","1.37","15.5"
"1979","White Sox","73","86","37","395","159","1409.0","4.31","3.95","0.73",".268","68.4%","","","","4.13","4.23","","12.5","6117","1365","748","647","114","618","43","40","675","","",".250","1.41","13.5"
"2010","Nationals","69","93","37","656","162","1435.0","6.70","3.21","0.95",".297","70.8%","44.5%","9.4%","","4.13","4.12","4.13","10.4","6214","1469","742","659","151","512","57","46","1068","23504","23504",".260","1.38","6.7"
"1890","Spiders","44","88","0","144","136","1184.1","2.33","3.51","0.25",".298","54.9%","","","","4.13","3.98","","9.2","","1322","832","544","33","462","","5","306","","",".284","1.51","4.2"
"1969","Reds","89","73","44","470","163","1465.0","5.03","3.75","0.92",".277","71.1%","","","","4.13","4.08","","7.5","6433","1478","768","673","149","611","78","56","818","","",".256","1.43","7.8"
"2007","Diamondbacks","90","72","51","631","162","1441.0","6.80","3.41","1.06",".293","72.7%","43.9%","10.3%","","4.13","4.52","4.42","16.0","6216","1446","732","662","169","546","38","61","1088","23354","23354",".258","1.38","21.6"
"1997","Expos","78","84","37","552","162","1447.0","7.08","3.46","0.93",".284","70.1%","","","","4.14","4.16","","14.6","6189","1365","740","665","149","557","45","63","1138","","",".245","1.33","14.9"
"1951","Red Sox","87","67","24","364","154","1399.0","4.23","3.85","0.64",".281","69.3%","","","","4.14","3.82","","21.4","6071","1413","725","643","100","599","","34","658","","",".260","1.44","18.1"
"1990","Twins","74","88","43","472","162","1435.2","5.47","3.07","0.84",".298","70.5%","","","","4.14","3.89","","14.4","6140","1509","729","660","134","489","40","27","872","","",".268","1.39","12.6"
"1927","Tigers","82","71","17","287","156","1387.2","2.73","3.74","0.34",".294","65.0%","","","","4.14","4.25","","12.1","6165","1542","805","638","52","577","","47","421","","",".278","1.53","10.4"
"2010","Rockies","83","79","35","675","162","1442.0","7.70","3.28","0.87",".302","70.8%","46.5%","9.6%","","4.14","3.83","3.80","21.6","6143","1405","717","663","139","525","54","56","1234","23477","23477",".253","1.34","21.5"
"1950","Braves","83","71","10","291","156","1385.1","4.00","3.60","0.84",".273","69.4%","","","","4.14","4.17","","12.3","6019","1411","736","637","129","554","","30","615","","",".260","1.42","9.5"
"1984","White Sox","74","88","32","400","162","1454.1","5.20","2.99","0.96",".272","69.8%","","","","4.14","4.07","","14.2","6143","1416","736","669","155","483","26","35","840","","",".252","1.31","13.5"
"1919","Phillies","47","90","2","195","138","1252.0","2.85","2.93","0.29",".301","64.0%","","","","4.14","3.35","","11.0","5371","1391","699","576","40","408","","45","397","","",".283","1.44","-3.5"
"1962","Indians","80","82","31","404","162","1441.0","4.87","3.71","1.09",".268","72.0%","","","","4.14","4.41","","8.4","6199","1410","745","663","174","594","49","31","780","","",".253","1.39","10.2"
"2014","Astros","70","92","31","600","162","1438.2","7.11","3.03","0.87",".299","70.3%","46.4%","9.6%","","4.14","3.93","3.91","9.9","6154","1437","723","662","139","484","32","52","1137","23661","23661",".256","1.34","5.0"
"2018","Phillies","80","82","44","758","162","1445.2","9.12","3.11","1.06",".303","71.0%","45.4%","12.4%","88.0","4.15","3.83","3.87","19.2","6138","1366","728","666","171","500","35","60","1465","23750","23750",".245","1.29","11.7"
"1961","Indians","78","83","23","389","161","1443.1","4.99","3.74","1.11",".268","72.2%","","","","4.15","4.38","","7.1","6265","1426","752","665","178","599","32","32","801","","",".253","1.40","9.8"
"1948","Pirates","83","71","19","322","156","1371.2","3.41","3.70","0.79",".266","70.3%","","","","4.15","4.32","","12.2","5938","1373","701","632","120","564","","24","519","","",".257","1.41","14.6"
"1995","Padres","70","74","35","481","144","1284.2","7.33","3.59","0.99",".291","70.5%","","","","4.15","4.22","","12.3","5529","1242","672","592","142","512","37","51","1047","","",".250","1.37","8.3"
"1924","Cardinals","65","89","6","273","154","1364.2","2.59","3.21","0.46",".294","66.7%","","","","4.15","4.29","","8.2","5944","1528","750","629","70","486","","40","393","","",".282","1.48","7.1"
"1993","Marlins","64","98","48","571","162","1440.1","5.90","3.74","0.84",".286","71.5%","","","","4.15","4.21","","11.7","6261","1437","724","664","135","598","58","32","945","","",".255","1.41","14.4"
"1885","Metropolitans","44","64","0","114","108","937.0","3.92","1.96","0.35",".305","46.4%","","","","4.15","3.16","","3.4","","1015","688","432","36","204","","21","408","","",".278","1.30","-4.7"
"1950","Yankees","98","56","31","296","155","1372.2","4.67","4.64","0.77",".272","72.3%","","","","4.15","4.29","","13.7","6002","1322","691","633","118","708","","35","712","","",".251","1.48","19.9"
"1948","Tigers","78","76","22","341","154","1377.0","4.43","3.85","0.60",".276","67.6%","","","","4.15","3.86","","19.8","5993","1367","725","635","92","589","","15","678","","",".254","1.42","15.0"
"1958","Athletics","73","81","25","393","156","1398.1","4.63","3.01","0.97",".274","70.2%","","","","4.15","3.90","","13.7","5947","1405","713","645","150","467","30","28","720","","",".258","1.34","9.2"
"2018","Angels","80","82","35","763","162","1437.1","8.68","3.42","1.28",".294","74.1%","42.1%","14.1%","89.0","4.15","4.36","4.18","11.3","6108","1353","722","663","205","546","17","65","1386","24030","24030",".246","1.32","12.0"
"1935","Indians","82","71","21","294","156","1396.0","3.21","2.95","0.44",".289","66.2%","","","","4.15","3.99","","20.3","6089","1527","739","644","68","457","","17","498","","",".272","1.42","19.0"
"1994","Mets","55","58","35","351","113","1023.0","5.63","2.92","1.03",".291","71.2%","","","","4.15","4.40","","9.2","4383","1069","526","472","117","332","48","21","640","","",".265","1.37","9.4"
"1952","Athletics","79","75","16","292","155","1384.1","3.65","3.42","0.73",".272","68.7%","","","","4.15","3.86","","13.4","5981","1402","723","639","113","526","","35","562","","",".259","1.39","7.9"
"1939","Pirates","68","85","15","310","153","1354.0","3.08","2.81","0.47",".295","66.8%","","","","4.15","3.95","","15.1","5948","1537","723","625","70","423","","22","464","","",".279","1.45","7.8"
"1912","Braves","52","101","5","249","153","1390.2","3.51","3.37","0.28",".308","60.5%","","","","4.15","3.59","","15.0","","1544","869","642","43","521","","41","542","","",".282","1.48","2.5"
"1979","Twins","82","80","33","375","162","1444.1","4.49","2.82","0.80",".302","70.9%","","","","4.16","3.86","","19.8","6157","1590","725","667","128","452","21","15","721","","",".279","1.41","20.0"
"1929","Cubs","98","54","21","295","158","1398.2","3.53","3.46","0.50",".297","67.3%","","","","4.16","4.29","","16.9","6123","1542","759","646","77","537","","21","548","","",".277","1.49","20.9"
"2006","Mets","97","65","43","636","162","1461.1","7.15","3.25","1.11",".284","72.5%","43.3%","11.0%","","4.16","4.37","4.34","16.2","6240","1402","731","675","180","527","39","62","1161","24365","24365",".248","1.32","17.2"
"1999","Yankees","98","64","50","521","162","1439.2","6.95","3.63","0.99",".288","72.0%","","","","4.16","4.35","","21.2","6233","1402","731","665","158","581","27","57","1111","","",".251","1.38","22.9"
"2009","White Sox","79","83","36","577","162","1439.2","7.00","3.17","1.06",".294","71.7%","44.3%","10.3%","","4.16","4.21","4.19","20.2","6155","1438","732","665","169","507","41","41","1119","23396","23396",".256","1.35","21.2"
"1932","Senators","93","61","22","293","154","1383.1","2.84","3.42","0.47",".280","67.6%","","","","4.16","4.23","","14.0","6002","1463","716","639","73","526","","9","437","","",".268","1.44","20.6"
"2011","Reds","79","83","39","663","162","1467.2","6.82","3.31","1.13",".282","73.7%","44.8%","11.5%","","4.16","4.37","4.11","6.2","6259","1414","720","678","185","539","47","59","1112","23830","23830",".250","1.33","9.4"
"1988","Phillies","65","96","36","498","162","1433.0","5.39","3.94","0.74",".287","70.8%","","","","4.16","4.03","","5.0","6269","1447","734","662","118","628","79","36","859","","",".258","1.45","2.0"
"1979","Phillies","84","78","29","424","163","1441.1","4.91","2.98","0.84",".283","70.1%","","","","4.16","3.91","","13.0","6086","1455","718","666","135","477","65","29","787","","",".261","1.34","10.2"
"2001","Phillies","86","76","47","635","162","1445.1","6.76","3.28","1.06",".287","72.9%","","","","4.16","4.31","","13.6","6198","1417","719","668","170","527","60","70","1086","","",".253","1.35","16.4"
"1977","Red Sox","97","64","40","370","161","1428.0","4.78","2.38","1.00",".294","71.7%","","","","4.16","3.96","","18.2","6076","1555","712","660","158","378","31","25","758","","",".274","1.35","21.5"
"1973","Padres","60","102","23","431","162","1430.0","5.32","3.45","0.99",".283","69.7%","","","","4.16","4.02","","4.6","6192","1461","770","661","157","548","82","27","845","","",".260","1.40","-2.0"
"2009","Phillies","93","69","44","621","162","1455.2","7.13","3.02","1.17",".296","75.0%","40.8%","11.0%","","4.16","4.36","4.22","12.4","6263","1479","709","673","189","489","31","75","1153","24148","24148",".260","1.35","14.4"
"2015","Athletics","68","94","28","649","162","1444.2","7.34","2.95","1.07",".289","71.0%","45.0%","11.4%","88.4","4.16","4.13","4.13","13.0","6128","1402","729","668","172","474","19","47","1179","23498","23498",".250","1.30","12.3"
"1984","Reds","70","92","25","489","162","1461.1","5.83","3.56","0.79",".285","69.5%","","","","4.16","3.83","","10.1","6298","1445","747","676","128","578","57","17","946","","",".253","1.38","7.7"
"2015","Mariners","76","86","45","671","162","1463.0","7.89","3.02","1.11",".298","72.8%","46.3%","12.5%","88.6","4.16","4.14","3.99","9.1","6223","1430","726","677","181","491","41","70","1283","23431","23431",".253","1.31","8.5"
"2000","Mets","94","68","49","573","162","1450.0","7.22","3.56","1.02",".286","71.8%","","","","4.16","4.31","","19.1","6276","1398","738","671","164","574","42","60","1164","","",".248","1.36","19.9"
