"","League","Team","Yr","G","W","L","D","G_h1","PA_h1","AB_h1","R_h1","H_h1","X2B_h1","X3B_h1","HR_h1","SB_h1","CS_h1","BBHBP_h1","AVG_h1","OBP_h1","SLG_h1","wOBA_h1","WPA_h1","BABIP_h1","wRC_h1","IP_p1","R_p1","ER_p1","H_p1","X2B_p1","X3B_p1","HR_p1","BBHBP_p1","SO_p1","ERA_p1","FIP_p1","WPA_p1","BABIP_p1","AVG_p1","OBP_p1","SLG_p1","bwRCplus_h","bWAR_h","bFIPplus_p","bWAR_p"
"111","NPB","Taiyo Ro",1948,140,61,74,5,140,5121,4726,437,1114,166,50,39,138,95,352,0.236,0.289,0.317,NA,NA,NA,NA,1248,586,481,1261,NA,NA,62,402,357,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","NPB","Yomiuri ",1948,140,83,55,2,140,5139,4692,555,1199,168,38,95,130,76,366,0.256,0.309,0.368,NA,NA,NA,NA,1255,416,317,1017,NA,NA,35,456,458,2.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","NPB","Chunichi",1949,137,66,68,3,137,5247,4849,628,1300,228,35,136,111,62,353,0.268,0.318,0.414,NA,NA,NA,NA,1228,642,514,1306,NA,NA,NA,479,399,3.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","NPB","Daiei St",1949,134,67,65,2,134,5242,4743,702,1292,225,37,130,74,41,465,0.272,0.337,0.418,NA,NA,NA,NA,1187.1,653,548,1230,NA,NA,NA,509,440,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","NPB","Hankyu B",1949,136,69,64,3,136,5316,4835,622,1281,197,50,67,185,84,424,0.265,0.324,0.368,NA,NA,NA,NA,1241,585,501,1265,NA,NA,NA,315,374,3.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","NPB","Nankai H",1949,135,67,67,1,135,5224,4730,661,1279,202,54,90,199,66,459,0.27,0.335,0.393,NA,NA,NA,NA,1207.2,670,530,1249,NA,NA,NA,476,564,3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","NPB","Osaka Ti",1949,137,65,69,3,137,5372,4890,735,1384,242,45,141,128,68,429,0.283,0.341,0.437,NA,NA,NA,NA,1232.2,725,612,1374,NA,NA,NA,451,460,4.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","NPB","Taiyo Ro",1949,133,52,81,0,133,5126,4695,603,1242,197,42,82,71,47,396,0.265,0.322,0.377,NA,NA,NA,NA,1169.2,745,597,1339,NA,NA,NA,469,396,4.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","NPB","Tokyu Fl",1949,138,64,73,1,138,5150,4641,560,1126,193,45,93,115,56,472,0.243,0.313,0.364,NA,NA,NA,NA,1234,700,573,1294,NA,NA,NA,379,454,4.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","NPB","Yomiuri ",1949,134,85,48,1,134,5194,4673,706,1275,203,42,125,112,57,466,0.273,0.339,0.415,NA,NA,NA,NA,1202.2,497,421,1122,NA,NA,NA,386,582,3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","NPB","Chunichi",1950,137,89,44,4,137,5271,4787,745,1311,229,54,144,179,66,NA,0.274,0.335,0.435,NA,NA,NA,NA,1230.2,597,510,1245,NA,NA,85,467,558,3.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","NPB","Daiei St",1950,120,62,54,4,120,4548,4152,534,1078,181,22,91,82,33,NA,0.26,0.317,0.38,NA,NA,NA,NA,1069,516,439,1074,NA,NA,75,407,457,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","NPB","Hankyu B",1950,120,54,64,2,120,4422,4086,522,999,163,46,69,193,53,NA,0.244,0.297,0.358,NA,NA,NA,NA,1052.1,541,432,1048,NA,NA,78,334,463,3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","NPB","Hiroshim",1950,138,41,96,1,138,5173,4703,511,1145,162,37,81,74,38,NA,0.243,0.305,0.345,NA,NA,NA,NA,1191,877,688,1374,NA,NA,129,548,401,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","NPB","Kintetsu",1950,120,44,72,4,120,4473,4081,467,987,179,22,86,94,43,NA,0.242,0.302,0.36,NA,NA,NA,NA,1064.2,591,456,1076,NA,NA,85,358,418,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","NPB","Kokutets",1950,138,42,94,2,138,5070,4626,480,1131,142,37,66,104,73,NA,0.244,0.304,0.334,NA,NA,NA,NA,1209.1,790,628,1254,NA,NA,114,668,551,4.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","NPB","Mainichi",1950,120,81,34,5,120,4637,4245,713,1212,209,43,124,195,79,NA,0.286,0.339,0.443,NA,NA,NA,NA,1076.1,512,409,1097,NA,NA,92,318,462,3.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","NPB","Nankai H",1950,120,66,49,5,120,4615,4232,645,1181,211,43,88,225,67,NA,0.279,0.335,0.412,NA,NA,NA,NA,1067.1,495,401,1022,NA,NA,85,374,469,3.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","NPB","Nishi Ni",1950,136,50,83,3,136,5197,4731,633,1233,175,42,106,165,74,NA,0.261,0.323,0.383,NA,NA,NA,NA,1188.2,759,615,1319,NA,NA,120,459,326,4.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","NPB","Nishitet",1950,120,51,67,2,120,4556,4136,493,1050,164,23,79,115,63,NA,0.254,0.311,0.362,NA,NA,NA,NA,1076.1,583,463,1082,NA,NA,100,361,407,3.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","NPB","Osaka Ti",1950,140,70,67,3,140,5480,4960,766,1337,234,46,120,147,52,NA,0.27,0.333,0.408,NA,NA,NA,NA,1257.1,696,586,1317,NA,NA,148,479,352,4.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","NPB","Shochiku",1950,137,98,35,4,137,5514,4939,908,1417,179,49,179,223,61,NA,0.287,0.358,0.452,NA,NA,NA,NA,1240.1,524,445,1188,NA,NA,97,395,438,3.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","NPB","Taiyo Wh",1950,140,69,68,3,140,5500,4972,759,1356,258,35,111,180,60,NA,0.273,0.338,0.406,NA,NA,NA,NA,1252,761,622,1388,NA,NA,146,509,467,4.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","NPB","Tokyu Fl",1950,120,51,69,0,120,4516,4164,524,1067,169,27,87,143,52,NA,0.256,0.308,0.372,NA,NA,NA,NA,1057.2,660,531,1175,NA,NA,109,341,428,4.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","NPB","Yomiuri ",1950,140,82,54,4,140,5461,4831,724,1297,208,27,126,212,65,NA,0.268,0.346,0.401,NA,NA,NA,NA,1271.1,522,410,1142,NA,NA,94,399,632,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","NPB","Daiei St",1951,101,41,52,8,101,3759,3481,376,831,142,22,46,59,37,NA,0.239,0.285,0.332,NA,NA,NA,NA,909,422,336,848,NA,NA,61,336,348,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","NPB","Hankyu B",1951,96,37,51,8,96,3542,3278,367,796,123,30,45,135,59,NA,0.243,0.292,0.34,NA,NA,NA,NA,859,404,317,861,NA,NA,52,277,328,3.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","NPB","Hiroshim",1951,99,32,64,3,99,3761,3393,402,831,154,28,42,61,37,NA,0.245,0.305,0.344,NA,NA,NA,NA,875.1,555,450,906,NA,NA,56,359,240,4.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","NPB","Kintetsu",1951,98,37,56,5,98,3537,3201,319,713,100,23,37,81,57,NA,0.223,0.287,0.303,NA,NA,NA,NA,864.2,387,301,801,NA,NA,49,250,337,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","NPB","Kokutets",1951,107,46,59,2,107,3892,3537,389,868,111,16,36,142,46,NA,0.245,0.3,0.316,NA,NA,NA,NA,945.2,533,416,875,NA,NA,68,527,498,3.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","NPB","Mainichi",1951,110,54,51,5,110,4048,3694,482,953,155,31,59,133,88,NA,0.258,0.314,0.365,NA,NA,NA,NA,961.2,463,347,971,NA,NA,61,276,310,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","NPB","Nagoya D",1951,113,62,48,3,113,4301,3825,526,1039,164,33,67,161,75,NA,0.272,0.338,0.384,NA,NA,NA,NA,1020,523,393,1011,NA,NA,70,383,351,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","NPB","Nankai H",1951,104,72,24,8,104,3966,3660,496,1010,152,45,48,191,51,NA,0.276,0.324,0.381,NA,NA,NA,NA,944.2,322,252,769,NA,NA,49,302,376,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","NPB","Nishitet",1951,105,53,42,10,105,3965,3555,429,860,141,26,63,92,56,NA,0.242,0.305,0.349,NA,NA,NA,NA,956.2,367,292,841,NA,NA,48,269,351,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","NPB","Osaka Ti",1951,116,61,52,3,116,4442,3980,545,1069,170,34,67,68,34,NA,0.269,0.332,0.379,NA,NA,NA,NA,1032.1,465,374,1011,NA,NA,70,349,294,3.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","NPB","Shochiku",1951,115,53,57,5,115,4527,4062,609,1087,147,29,105,120,42,NA,0.268,0.334,0.396,NA,NA,NA,NA,1021,598,500,1081,NA,NA,96,390,307,4.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","NPB","Taiyo Wh",1951,108,40,64,4,108,4119,3727,502,943,141,17,86,66,41,NA,0.253,0.318,0.369,NA,NA,NA,NA,943.2,620,508,1131,NA,NA,88,360,239,4.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","NPB","Tokyu Fl",1951,102,38,56,8,102,3756,3437,355,829,115,32,71,90,45,NA,0.241,0.292,0.355,NA,NA,NA,NA,896.1,459,363,901,NA,NA,49,275,318,3.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","NPB","Yomiuri ",1951,114,79,29,6,114,4480,3950,702,1151,191,34,92,192,70,NA,0.291,0.365,0.427,NA,NA,NA,NA,1033.2,381,301,892,NA,NA,47,309,436,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","NPB","Daiei St",1952,121,55,65,1,121,4470,4044,457,982,160,32,68,97,45,NA,0.243,0.305,0.349,NA,NA,NA,NA,1073.2,489,403,1032,NA,NA,74,341,363,3.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","NPB","Hankyu B",1952,108,49,58,1,108,4041,3669,424,904,152,39,39,193,67,NA,0.246,0.304,0.341,NA,NA,NA,NA,978.1,462,403,958,NA,NA,53,296,422,3.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","NPB","Hiroshim",1952,120,37,80,3,120,4415,3963,365,925,139,24,29,44,44,NA,0.233,0.299,0.303,NA,NA,NA,NA,1056.2,573,450,1121,NA,NA,54,342,297,3.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","NPB","Kintetsu",1952,108,30,78,0,108,4066,3742,356,909,159,19,37,43,54,NA,0.243,0.292,0.325,NA,NA,NA,NA,981,568,442,1060,NA,NA,66,318,383,4.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","NPB","Kokutets",1952,120,50,70,0,120,4318,3946,410,940,121,22,67,154,64,NA,0.238,0.294,0.331,NA,NA,NA,NA,1065,526,400,964,NA,NA,50,563,546,3.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","NPB","Mainichi",1952,120,75,45,0,120,4574,4079,554,1076,188,38,72,160,69,NA,0.264,0.333,0.381,NA,NA,NA,NA,1084.2,441,346,987,NA,NA,65,350,421,2.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","NPB","Nagoya D",1952,120,75,43,2,120,4661,4136,569,1093,169,28,77,150,57,NA,0.264,0.335,0.375,NA,NA,NA,NA,1099,430,344,1012,NA,NA,47,369,373,2.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","NPB","Nankai H",1952,121,76,44,1,121,4558,4168,594,1119,168,40,83,239,86,NA,0.268,0.318,0.388,NA,NA,NA,NA,1100.2,420,347,945,NA,NA,59,412,481,2.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","NPB","Nishitet",1952,120,67,52,1,120,4463,4082,532,1066,194,39,94,100,50,NA,0.261,0.317,0.397,NA,NA,NA,NA,1076.2,481,369,986,NA,NA,48,379,368,3.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","NPB","Osaka Ti",1952,120,79,40,1,120,4661,4186,600,1122,182,40,61,104,46,NA,0.268,0.332,0.374,NA,NA,NA,NA,1090,400,335,992,NA,NA,73,324,339,2.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","NPB","Shochiku",1952,120,34,84,2,120,4376,4084,326,912,149,20,53,127,45,NA,0.223,0.27,0.309,NA,NA,NA,NA,1068,573,481,1139,NA,NA,74,445,381,4.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","NPB","Taiyo Wh",1952,120,58,62,0,120,4554,4134,519,1027,178,35,57,160,53,NA,0.248,0.31,0.35,NA,NA,NA,NA,1087.2,548,445,1119,NA,NA,76,394,277,3.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","NPB","Tokyu Fl",1952,109,49,59,1,109,4098,3728,453,935,147,26,51,110,57,NA,0.251,0.309,0.345,NA,NA,NA,NA,974,509,428,1023,NA,NA,79,316,289,3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","NPB","Yomiuri ",1952,120,83,37,0,120,4685,4175,650,1219,203,34,77,136,56,NA,0.292,0.358,0.412,NA,NA,NA,NA,1076.1,389,293,891,NA,NA,47,304,498,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","NPB","Chunichi",1953,130,70,57,3,130,4773,4271,524,1072,179,31,66,125,53,NA,0.251,0.314,0.354,NA,NA,NA,NA,1156.2,508,417,1057,NA,NA,58,447,455,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","NPB","Daiei St",1953,120,63,53,4,120,4467,4011,405,952,156,32,30,61,59,NA,0.237,0.305,0.315,NA,NA,NA,NA,1096.1,392,326,966,NA,NA,50,369,456,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","NPB","Hankyu B",1953,120,67,52,1,120,4525,4166,488,1074,163,51,44,184,63,NA,0.258,0.305,0.353,NA,NA,NA,NA,1100.2,403,328,997,NA,NA,47,357,513,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","NPB","Hiroshim",1953,130,53,75,2,130,4869,4354,507,1055,184,18,73,174,64,NA,0.242,0.312,0.343,NA,NA,NA,NA,1151,634,512,1293,NA,NA,68,349,343,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","NPB","Kintetsu",1953,120,48,69,3,120,4529,4138,369,1018,147,40,31,117,70,NA,0.246,0.296,0.323,NA,NA,NA,NA,1114.2,461,363,1073,NA,NA,59,321,388,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","NPB","Kokutets",1953,125,45,79,1,125,4469,4103,380,963,142,29,55,129,76,NA,0.235,0.286,0.324,NA,NA,NA,NA,1097,525,409,1027,NA,NA,69,528,548,3.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","NPB","Mainichi",1953,120,56,62,2,120,4512,4028,455,1015,146,40,56,114,79,NA,0.252,0.316,0.35,NA,NA,NA,NA,1076.2,459,375,1022,NA,NA,53,360,547,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","NPB","Nankai H",1953,120,71,48,1,120,4576,4140,541,1096,188,28,61,228,80,NA,0.265,0.322,0.368,NA,NA,NA,NA,1098,433,368,1013,NA,NA,51,362,428,3.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","NPB","Nishitet",1953,120,57,61,2,120,4518,4128,487,1043,178,45,114,122,78,NA,0.253,0.303,0.4,NA,NA,NA,NA,1100.1,477,373,951,NA,NA,52,481,533,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","NPB","Osaka Ti",1953,130,74,56,0,130,4962,4453,607,1203,188,43,87,134,55,NA,0.27,0.331,0.39,NA,NA,NA,NA,1156.2,471,405,1081,NA,NA,79,348,352,3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","NPB","Taiyo-Sh",1953,130,52,77,1,130,4823,4461,467,1099,161,30,63,109,49,NA,0.246,0.294,0.338,NA,NA,NA,NA,1169.1,622,533,1185,NA,NA,90,465,482,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","NPB","Tokyu Fl",1953,120,50,67,3,120,4352,3990,360,878,148,15,50,112,55,NA,0.22,0.273,0.302,NA,NA,NA,NA,1092,480,395,1054,NA,NA,74,295,477,3.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","NPB","Yomiuri ",1953,125,87,37,1,125,4857,4324,667,1222,221,27,80,114,59,NA,0.283,0.346,0.402,NA,NA,NA,NA,1133,392,312,971,NA,NA,60,279,488,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","NPB","Chunichi",1954,130,86,40,4,130,4806,4270,510,1093,177,30,70,132,68,NA,0.256,0.313,0.361,NA,NA,NA,NA,1181.2,376,305,958,NA,NA,39,355,639,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","NPB","Daiei St",1954,140,43,92,5,140,5154,4638,402,1030,181,36,47,100,53,NA,0.222,0.285,0.307,NA,NA,NA,NA,1247.2,589,489,1237,NA,NA,62,446,482,3.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","NPB","Hankyu B",1954,141,66,70,5,141,5201,4664,572,1211,223,54,63,204,70,NA,0.26,0.314,0.371,NA,NA,NA,NA,1244.2,547,447,1111,NA,NA,78,458,697,3.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","NPB","Hiroshim",1954,130,56,69,5,130,4741,4239,419,1039,179,17,55,120,48,NA,0.245,0.304,0.334,NA,NA,NA,NA,1149.1,581,487,1260,NA,NA,70,309,352,3.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","NPB","Kintetsu",1954,140,74,63,3,140,5267,4697,530,1162,183,40,27,223,99,NA,0.247,0.307,0.321,NA,NA,NA,NA,1278,473,378,1101,NA,NA,77,359,548,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","NPB","Kokutets",1954,130,55,73,2,130,4700,4344,434,1121,153,28,61,105,58,NA,0.258,0.294,0.348,NA,NA,NA,NA,1153.2,518,428,1089,NA,NA,85,422,630,3.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","NPB","Mainichi",1954,140,79,57,4,140,5234,4681,550,1106,180,38,89,162,70,NA,0.236,0.302,0.348,NA,NA,NA,NA,1285.2,467,384,1085,NA,NA,64,479,725,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","NPB","Nankai H",1954,140,91,49,0,140,5036,4566,529,1141,176,42,82,219,93,NA,0.25,0.3,0.361,NA,NA,NA,NA,1261.1,417,351,1021,NA,NA,71,470,666,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","NPB","Nishitet",1954,140,90,47,3,140,5268,4679,590,1198,223,54,134,136,74,NA,0.256,0.32,0.413,NA,NA,NA,NA,1281,379,309,940,NA,NA,38,422,752,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","NPB","Osaka Ti",1954,130,71,57,2,130,4910,4388,569,1167,168,35,68,205,55,NA,0.266,0.324,0.367,NA,NA,NA,NA,1170,425,362,1096,NA,NA,76,299,370,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","NPB","Taiyo-Sh",1954,130,32,96,2,130,4667,4338,365,985,167,18,68,51,27,NA,0.227,0.266,0.321,NA,NA,NA,NA,1133.2,625,521,1191,NA,NA,72,490,516,4.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","NPB","Takahash",1954,141,53,84,4,141,5143,4612,440,1057,147,32,51,143,74,NA,0.229,0.289,0.308,NA,NA,NA,NA,1260.1,594,481,1239,NA,NA,77,431,528,3.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","NPB","Toei Fly",1954,141,52,86,3,141,5197,4668,472,1093,167,23,46,129,70,NA,0.234,0.298,0.309,NA,NA,NA,NA,1246.1,619,517,1264,NA,NA,72,447,535,3.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","NPB","Yomiuri ",1954,130,82,47,1,130,4995,4438,613,1201,187,37,88,124,50,NA,0.271,0.331,0.389,NA,NA,NA,NA,1169.2,385,309,1012,NA,NA,68,295,570,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","NPB","Chunichi",1955,140,77,52,11,140,4716,4281,420,1017,179,31,64,130,66,NA,0.238,0.29,0.339,NA,NA,NA,NA,1187.1,334,267,935,NA,NA,48,322,735,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","NPB","Daiei St",1955,141,53,87,1,141,5112,4641,410,1056,172,28,41,109,71,NA,0.228,0.284,0.303,NA,NA,NA,NA,1258,524,418,1138,NA,NA,53,397,510,2.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","NPB","Hankyu B",1955,142,80,60,2,142,5351,4782,589,1279,208,66,39,213,96,NA,0.267,0.319,0.363,NA,NA,NA,NA,1282,462,385,1089,NA,NA,50,447,744,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","NPB","Hiroshim",1955,130,58,70,2,130,4774,4330,395,979,146,25,64,141,44,NA,0.226,0.278,0.316,NA,NA,NA,NA,1183.2,508,433,1178,NA,NA,67,375,473,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","NPB","Kintetsu",1955,142,60,80,2,142,5196,4679,510,1181,152,32,35,149,97,NA,0.252,0.306,0.321,NA,NA,NA,NA,1259.2,584,483,1222,NA,NA,88,361,634,3.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","NPB","Kokutets",1955,130,57,71,2,130,4718,4301,424,979,152,22,93,106,45,NA,0.228,0.28,0.338,NA,NA,NA,NA,1177,428,352,997,NA,NA,82,346,684,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","NPB","Mainichi",1955,142,85,55,2,142,5349,4770,573,1196,203,38,89,122,81,NA,0.251,0.316,0.365,NA,NA,NA,NA,1288.2,450,352,1116,NA,NA,49,387,766,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","NPB","Nankai H",1955,143,99,41,3,143,5279,4763,606,1187,177,26,90,245,87,NA,0.249,0.308,0.354,NA,NA,NA,NA,1303.1,445,378,1095,NA,NA,63,429,736,2.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","NPB","Nishitet",1955,144,90,50,4,144,5412,4859,663,1258,211,33,140,173,73,NA,0.259,0.318,0.402,NA,NA,NA,NA,1304,471,388,1128,NA,NA,51,447,777,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","NPB","Osaka Ti",1955,130,71,57,2,130,4775,4399,423,1104,155,27,51,138,86,NA,0.251,0.293,0.333,NA,NA,NA,NA,1196.2,392,331,994,NA,NA,52,330,654,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","NPB","Taiyo Wh",1955,130,31,99,0,130,4556,4245,290,886,124,14,51,51,34,NA,0.209,0.248,0.281,NA,NA,NA,NA,1143.2,578,469,1155,NA,NA,99,417,521,3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","NPB","Toei Fly",1955,143,51,89,3,143,5177,4669,424,1082,175,31,40,88,95,NA,0.232,0.284,0.308,NA,NA,NA,NA,1280.2,568,453,1224,NA,NA,60,424,544,3.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","NPB","Tombo Un",1955,151,42,98,11,151,5161,4685,420,1063,161,38,40,132,85,NA,0.227,0.275,0.303,NA,NA,NA,NA,1251.1,691,548,1290,NA,NA,100,421,506,3.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","NPB","Yomiuri ",1955,130,92,37,1,130,5037,4436,579,1179,156,38,84,133,57,NA,0.266,0.331,0.375,NA,NA,NA,NA,1193,291,232,885,NA,NA,59,272,635,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","NPB","Chunichi",1956,130,74,56,0,130,4605,4142,369,945,157,28,52,71,71,NA,0.228,0.286,0.317,NA,NA,NA,NA,1149.1,319,260,889,NA,NA,47,307,698,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","NPB","Daiei St",1956,154,57,94,3,154,5569,5135,433,1165,170,30,46,124,88,NA,0.227,0.269,0.299,NA,NA,NA,NA,1383.1,559,444,1192,NA,NA,69,477,634,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","NPB","Hankyu B",1956,154,88,64,2,154,5664,5022,581,1194,170,55,43,277,127,NA,0.238,0.299,0.319,NA,NA,NA,NA,1389.2,459,367,1152,NA,NA,42,392,872,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","NPB","Hiroshim",1956,130,45,82,3,130,4599,4184,344,891,128,27,60,101,77,NA,0.213,0.263,0.299,NA,NA,NA,NA,1160.1,491,392,1064,NA,NA,78,343,501,3.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","NPB","Kintetsu",1956,154,68,82,4,154,5461,4895,495,1107,153,39,48,177,121,NA,0.226,0.284,0.303,NA,NA,NA,NA,1356,583,478,1245,NA,NA,78,395,631,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","NPB","Kokutets",1956,130,61,65,4,130,4650,4265,346,929,132,40,58,79,70,NA,0.218,0.263,0.308,NA,NA,NA,NA,1185,405,348,942,NA,NA,82,329,736,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","NPB","Mainichi",1956,154,84,66,4,154,5598,4986,530,1169,211,42,95,78,93,NA,0.234,0.301,0.351,NA,NA,NA,NA,1379.1,477,368,1167,NA,NA,56,400,725,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","NPB","Nankai H",1956,154,96,52,6,154,5825,5209,612,1304,219,36,68,238,98,NA,0.25,0.307,0.345,NA,NA,NA,NA,1415.1,457,351,1150,NA,NA,51,411,648,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","NPB","Nishitet",1956,154,96,51,7,154,5660,5075,611,1288,213,56,95,165,110,NA,0.254,0.308,0.374,NA,NA,NA,NA,1384,372,287,953,NA,NA,33,467,902,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","NPB","Osaka Ti",1956,130,79,50,1,130,4616,4240,386,950,149,44,54,165,88,NA,0.224,0.273,0.318,NA,NA,NA,NA,1187.2,283,234,844,NA,NA,50,234,665,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
