,Yr,Team,RA/G,W,L,WP,ERA,RA9,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W
0,1959,Kokutets,3.78,63,65,.492,3.19,3.79,130,130,87,43,17,,1166.2,1017,491,414,104,312,18,739,17,2,13,4758,1.139,7.8,0.8,2.4,5.7,2.37
0,1959,Taiyo Wh,3.95,49,77,.389,3.47,4.00,130,130,81,49,15,,1157.0,1063,514,446,110,363,10,742,30,2,17,4809,1.232,8.3,0.9,2.8,5.8,2.04
0,1958,Yomiuri ,2.85,77,52,.597,2.37,2.86,130,130,86,44,19,,1166.0,901,370,307,64,340,16,730,17,1,32,4634,1.064,7.0,0.5,2.6,5.6,2.15
0,1958,Chunichi,2.93,66,59,.528,2.40,2.87,130,130,76,54,17,,1196.0,963,381,319,76,364,24,745,20,0,24,4814,1.110,7.2,0.6,2.7,5.6,2.05
0,1958,Osaka Ti,2.98,72,58,.554,2.55,2.99,130,130,75,55,16,,1163.1,955,387,330,83,228,18,645,15,3,12,4597,1.017,7.4,0.6,1.8,5.0,2.83
0,1958,Taiyo Wh,3.35,51,73,.411,2.75,3.27,130,130,88,42,11,,1201.2,1032,436,367,95,347,31,793,21,3,10,4884,1.148,7.7,0.7,2.6,5.9,2.29
0,1958,Hiroshim,3.53,54,68,.443,2.92,3.48,130,130,101,29,13,,1187.0,1046,459,385,73,329,26,614,34,1,17,4834,1.158,7.9,0.6,2.5,4.7,1.87
0,1958,Kokutets,3.68,58,68,.460,3.10,3.66,130,130,92,38,15,,1174.0,1056,478,404,101,254,19,687,14,4,20,4746,1.116,8.1,0.8,1.9,5.3,2.70
0,1957,Chunichi,2.67,70,57,.551,2.26,2.63,130,130,76,54,22,,1188.2,900,347,299,60,352,10,807,24,1,20,4756,1.053,6.8,0.5,2.7,6.1,2.29
0,1957,Osaka Ti,2.88,73,54,.575,2.38,2.90,130,130,81,49,23,,1165.1,975,375,308,68,214,10,636,23,0,11,4595,1.020,7.5,0.5,1.7,4.9,2.97
0,1957,Yomiuri ,3.02,74,53,.583,2.39,3.01,130,130,93,37,15,,1173.2,939,393,312,78,318,11,735,27,2,23,4698,1.071,7.2,0.6,2.4,5.6,2.31
0,1957,Kokutets,3.27,58,68,.460,2.74,3.28,130,130,86,44,13,,1165.0,988,425,355,81,301,29,688,20,1,8,4690,1.106,7.6,0.6,2.3,5.3,2.29
0,1957,Hiroshim,3.35,54,75,.419,2.78,3.35,130,130,89,41,11,,1171.2,1015,436,362,64,336,15,550,22,1,8,4739,1.153,7.8,0.5,2.6,4.2,1.64
0,1957,Taiyo Wh,3.74,52,74,.413,3.10,3.77,130,130,82,48,13,,1160.2,1009,486,400,84,340,19,726,25,2,8,4755,1.162,7.8,0.7,2.6,5.6,2.14
0,1956,Osaka Ti,2.18,79,50,.612,1.77,2.14,130,130,99,31,28,,1187.2,844,283,234,50,217,21,665,17,1,9,4539,0.893,6.4,0.4,1.6,5.0,3.06
0,1956,Chunichi,2.45,74,56,.569,2.04,2.50,130,130,61,69,30,,1149.1,889,319,260,47,290,5,698,17,0,19,4522,1.026,7.0,0.4,2.3,5.5,2.41
0,1956,Yomiuri ,2.70,82,44,.651,2.09,2.64,130,130,78,52,21,,1195.2,953,351,277,57,302,10,642,16,2,8,4743,1.050,7.2,0.4,2.3,4.8,2.13
0,1956,Kokutets,3.12,61,65,.484,2.64,3.08,130,130,97,33,20,,1185.0,942,405,348,82,305,26,736,24,3,12,4729,1.052,7.2,0.6,2.3,5.6,2.41
0,1956,Taiyo Wh,3.72,43,87,.331,3.15,3.68,130,130,80,50,15,,1181.0,1061,483,413,84,357,16,592,46,2,6,4894,1.201,8.1,0.6,2.7,4.5,1.66
0,1956,Hiroshim,3.78,45,82,.354,3.04,3.81,130,130,88,42,17,,1160.1,1064,491,392,78,318,17,501,25,1,17,4756,1.191,8.3,0.6,2.5,3.9,1.58
0,1955,Yomiuri ,2.24,92,37,.713,1.75,2.20,130,130,69,61,30,,1193.0,885,291,232,59,251,4,635,21,0,5,4617,0.952,6.7,0.4,1.9,4.8,2.53
0,1955,Chunichi,2.39,77,52,.597,2.02,2.53,140,140,82,58,22,,1187.1,935,334,267,48,296,15,735,26,1,22,4720,1.037,7.1,0.4,2.2,5.6,2.48
0,1955,Osaka Ti,3.02,71,57,.555,2.49,2.95,130,130,93,37,21,,1196.2,994,392,331,52,305,32,654,25,1,10,4754,1.086,7.5,0.4,2.3,4.9,2.14
0,1955,Kokutets,3.29,57,71,.445,2.69,3.27,130,130,77,53,17,,1177.0,997,428,352,82,326,21,684,20,4,13,4796,1.124,7.6,0.6,2.5,5.2,2.10
0,1955,Hiroshim,3.91,58,70,.453,3.29,3.86,130,130,74,56,12,,1183.2,1178,508,433,67,346,23,473,29,3,15,4966,1.288,9.0,0.5,2.6,3.6,1.37
0,1955,Taiyo Wh,4.45,31,99,.238,3.69,4.55,130,130,92,38,8,,1143.2,1155,578,469,99,388,16,521,29,3,24,4879,1.349,9.1,0.8,3.1,4.1,1.34
0,1954,Chunichi,2.89,86,40,.683,2.32,2.86,130,130,66,64,16,,1181.2,958,376,305,39,328,0,639,27,2,19,4781,1.088,7.3,0.3,2.5,4.9,1.95
0,1954,Yomiuri ,2.96,82,47,.636,2.38,2.96,130,130,74,56,23,,1169.2,1012,385,309,68,264,0,570,31,2,9,4682,1.091,7.8,0.5,2.0,4.4,2.16
0,1954,Osaka Ti,3.27,71,57,.555,2.78,3.27,130,130,101,29,6,,1170.0,1096,425,362,76,285,0,370,14,1,10,4760,1.180,8.4,0.6,2.2,2.8,1.30
0,1954,Kokutets,3.98,55,73,.430,3.34,4.04,130,130,80,50,5,,1153.2,1089,518,428,85,404,0,630,18,3,20,4904,1.294,8.5,0.7,3.2,4.9,1.56
0,1954,Hiroshim,4.47,56,69,.448,3.81,4.55,130,130,66,64,10,,1149.1,1260,581,487,70,292,0,352,17,1,17,4902,1.350,9.9,0.5,2.3,2.8,1.21
0,1954,Taiyo-Sh,4.81,32,96,.250,4.14,4.96,130,130,78,52,5,,1133.2,1191,625,521,72,458,0,516,32,4,20,4934,1.455,9.5,0.6,3.6,4.1,1.13
0,1953,Yomiuri ,3.14,87,37,.702,2.48,3.11,125,125,57,68,19,,1133.0,971,392,312,60,267,0,488,12,9,12,4552,1.093,7.7,0.5,2.1,3.9,1.83
0,1953,Osaka Ti,3.62,74,56,.569,3.15,3.66,130,130,82,48,10,,1156.2,1081,471,405,79,325,0,352,23,3,8,4710,1.216,8.4,0.6,2.5,2.7,1.08
0,1953,Chunichi,3.91,70,57,.551,3.24,3.95,130,130,89,41,12,,1156.2,1057,508,417,58,415,0,455,32,3,14,4883,1.273,8.2,0.5,3.2,3.5,1.10
0,1953,Kokutets,4.20,45,79,.363,3.36,4.31,125,125,91,34,8,,1097.0,1027,525,409,69,497,0,548,31,1,18,4733,1.389,8.4,0.6,4.1,4.5,1.10
0,1953,Taiyo-Sh,4.78,52,77,.403,4.10,4.79,130,130,87,43,10,,1169.1,1185,622,533,90,425,0,482,40,4,17,5033,1.377,9.1,0.7,3.3,3.7,1.13
0,1953,Hiroshim,4.88,53,75,.414,4.00,4.96,130,130,92,38,5,,1151.0,1293,634,512,68,330,0,343,19,2,10,5002,1.410,10.1,0.5,2.6,2.7,1.04
0,1952,Yomiuri ,3.24,83,37,.692,2.45,3.25,120,120,64,56,21,,1076.1,891,389,293,47,285,0,498,19,4,9,4325,1.093,7.5,0.4,2.4,4.2,1.75
0,1952,Osaka Ti,3.33,79,40,.664,2.77,3.30,120,120,66,54,15,,1090.0,992,400,335,73,302,0,339,22,3,6,4465,1.187,8.2,0.6,2.5,2.8,1.12
0,1952,Nagoya D,3.58,75,43,.636,2.82,3.52,120,120,69,51,15,,1099.0,1012,430,344,47,348,0,373,21,3,16,4572,1.237,8.3,0.4,2.8,3.1,1.07
0,1952,Kokutets,4.38,50,70,.417,3.38,4.45,120,120,81,39,15,,1065.0,964,526,400,50,533,0,546,30,5,24,4615,1.406,8.1,0.4,4.5,4.6,1.02
0,1952,Taiyo Wh,4.57,58,62,.483,3.68,4.53,120,120,66,54,11,,1087.2,1119,548,445,76,371,0,277,23,5,12,4663,1.370,9.3,0.6,3.1,2.3,0.75
0,1952,Shochiku,4.78,34,84,.288,4.05,4.83,120,120,67,53,7,,1068.0,1139,573,481,74,416,0,381,29,14,9,4646,1.456,9.6,0.6,3.5,3.2,0.92
0,1952,Hiroshim,4.78,37,80,.316,3.83,4.88,120,120,85,35,9,,1056.2,1121,573,450,54,324,0,297,18,6,14,4553,1.368,9.5,0.5,2.8,2.5,0.92
0,1951,Yomiuri ,3.34,79,29,.731,2.62,3.32,114,114,51,63,12,,1033.2,892,381,301,47,295,0,436,14,8,8,4174,1.148,7.8,0.4,2.6,3.8,1.48
0,1951,Osaka Ti,4.01,61,52,.540,3.26,4.05,116,116,69,47,8,,1032.1,1011,465,374,70,325,0,294,24,4,15,4326,1.294,8.8,0.6,2.8,2.6,0.90
0,1951,Nagoya D,4.63,62,48,.564,3.47,4.61,113,113,65,48,8,,1020.0,1011,523,393,70,364,0,351,19,4,11,4406,1.348,8.9,0.6,3.2,3.1,0.96
0,1951,Kokutets,4.98,46,59,.438,3.96,5.07,107,107,72,35,7,,945.2,875,533,416,68,507,0,498,20,4,23,4172,1.461,8.3,0.6,4.8,4.7,0.98
0,1951,Shochiku,5.20,53,57,.482,4.41,5.27,115,115,75,40,8,,1021.0,1081,598,500,96,373,0,307,17,12,16,4449,1.424,9.5,0.8,3.3,2.7,0.82
0,1951,Hiroshim,5.61,32,64,.333,4.63,5.71,99,99,56,43,1,,875.1,906,555,450,56,346,0,240,13,3,10,3915,1.430,9.3,0.6,3.6,2.5,0.69
0,1951,Taiyo Wh,5.74,40,64,.385,4.84,5.91,108,108,70,38,3,,943.2,1131,620,508,88,339,0,239,21,7,8,4209,1.558,10.8,0.8,3.2,2.3,0.71
0,1950,Yomiuri ,3.73,82,54,.603,2.90,3.70,140,140,51,89,19,,1271.1,1142,522,410,94,387,0,632,12,1,8,5252,1.203,8.1,0.7,2.7,4.5,1.63
0,1950,Shochiku,3.82,98,35,.737,3.23,3.80,137,137,66,71,17,,1240.1,1188,524,445,97,382,0,438,13,1,4,5193,1.266,8.6,0.7,2.8,3.2,1.15
0,1950,Chunichi,4.36,89,44,.669,3.73,4.37,137,137,65,72,14,,1230.2,1245,597,510,85,450,0,558,17,1,12,5287,1.377,9.1,0.6,3.3,4.1,1.24
0,1950,Osaka Ti,4.97,70,67,.511,4.19,4.98,140,140,80,60,11,,1257.1,1317,696,586,148,457,0,352,22,1,6,5422,1.411,9.4,1.1,3.3,2.5,0.77
0,1950,Taiyo Wh,5.44,69,68,.504,4.47,5.47,140,140,80,60,5,,1252.0,1388,761,622,146,480,0,467,29,3,10,5528,1.492,10.0,1.0,3.5,3.4,0.97
0,1950,Nishi Ni,5.58,50,83,.376,4.66,5.75,136,136,79,57,2,,1188.2,1319,759,615,120,438,0,326,21,5,4,5304,1.478,10.0,0.9,3.3,2.5,0.74
0,1950,Kokutets,5.72,42,94,.309,4.67,5.88,138,138,96,42,6,,1209.1,1254,790,628,114,656,0,551,12,9,19,5430,1.579,9.3,0.8,4.9,4.1,0.84
0,1950,Hiroshim,6.36,41,96,.299,5.20,6.63,138,138,79,59,3,,1191.0,1374,877,688,129,527,0,401,21,4,15,5406,1.596,10.4,1.0,4.0,3.0,0.76
0,1949,Yomiuri ,3.71,85,48,.639,3.15,3.72,134,134,42,92,13,,1202.2,1122,497,421,,366,0,582,20,2,8,4994,1.237,8.4,,2.7,4.4,1.59
0,1949,Hankyu B,4.30,69,64,.519,3.63,4.24,136,136,75,61,11,,1241.0,1265,585,501,,303,0,374,12,1,9,5171,1.263,9.2,,2.2,2.7,1.23
0,1949,Chunichi,4.69,66,68,.493,3.77,4.71,137,137,64,73,8,,1228.0,1306,642,514,,455,0,399,24,3,9,5301,1.434,9.6,,3.3,2.9,0.88
0,1949,Daiei St,4.87,67,65,.508,4.15,4.95,134,134,61,73,11,,1187.1,1230,653,548,,485,0,440,24,5,15,5169,1.444,9.3,,3.7,3.3,0.91
0,1949,Nankai H,4.96,67,67,.500,3.95,4.99,135,135,80,55,6,,1207.2,1249,670,530,,454,0,564,22,7,11,5262,1.410,9.3,,3.4,4.2,1.24
0,1949,Tokyu Fl,5.07,64,73,.467,4.18,5.11,138,138,61,77,7,,1234.0,1294,700,573,,363,0,454,16,8,6,5325,1.343,9.4,,2.6,3.3,1.25
0,1949,Osaka Ti,5.29,65,69,.485,4.47,5.29,137,137,72,65,9,,1232.2,1374,725,612,,430,0,460,21,6,10,5422,1.463,10.0,,3.1,3.4,1.07
0,1949,Taiyo Ro,5.60,52,81,.391,4.59,5.73,133,133,75,58,6,,1169.2,1339,745,597,,454,0,396,15,6,6,5233,1.533,10.3,,3.5,3.0,0.87
0,1948,Nankai H,2.82,87,49,.640,2.18,2.81,140,140,53,87,24,,1266.0,1044,395,306,36,362,0,460,20,3,8,5087,1.111,7.4,0.3,2.6,3.3,1.27
0,1948,Yomiuri ,2.97,83,55,.601,2.27,2.98,140,140,59,81,29,,1255.0,1017,416,317,35,434,0,458,22,2,2,5082,1.156,7.3,0.3,3.1,3.3,1.06
0,1948,Kinsei S,3.46,60,73,.451,2.84,3.46,140,140,45,95,15,,1260.0,1127,485,397,56,392,0,432,22,4,19,5198,1.206,8.1,0.4,2.8,3.1,1.10
0,1948,Hankyu B,3.48,66,68,.493,2.63,3.47,140,140,60,80,14,,1264.0,1177,487,370,52,312,0,335,5,0,7,5157,1.178,8.4,0.4,2.2,2.4,1.07
0,1948,Osaka Ti,3.56,70,66,.515,2.88,3.57,140,140,54,86,12,,1257.2,1204,499,403,54,331,0,329,12,3,4,5219,1.221,8.6,0.4,2.4,2.4,0.99
0,1948,Chunichi,3.82,52,83,.385,2.99,3.80,140,140,66,74,11,,1265.2,1194,535,421,45,423,0,344,21,2,7,5315,1.278,8.5,0.3,3.0,2.4,0.81
0,1948,Kyuei Fl,3.90,59,70,.457,3.08,3.86,140,140,49,91,8,,1273.1,1166,546,436,51,381,0,410,10,5,8,5251,1.215,8.2,0.4,2.7,2.9,1.08
0,1948,Taiyo Ro,4.19,61,74,.452,3.47,4.23,140,140,60,80,17,,1248.0,1261,586,481,62,387,0,357,15,4,5,5261,1.321,9.1,0.4,2.8,2.6,0.92
0,1947,Chunichi,2.69,67,50,.573,2.03,2.70,119,119,40,79,19,,1068.0,889,320,241,32,289,0,328,15,2,5,4276,1.103,7.5,0.3,2.4,2.8,1.13
0,1947,Osaka Ti,2.73,79,37,.681,2.18,2.72,119,119,39,80,24,,1074.0,916,325,260,30,294,0,266,13,0,5,4338,1.127,7.7,0.3,2.5,2.2,0.90
0,1947,Hankyu B,2.94,58,57,.504,2.38,2.94,119,119,45,74,12,,1071.0,948,350,283,38,293,0,258,4,1,3,4329,1.159,8.0,0.3,2.5,2.2,0.88
0,1947,Nankai H,3.14,59,55,.518,2.39,3.15,119,119,35,84,15,,1067.1,896,374,284,27,412,0,408,27,2,9,4387,1.225,7.6,0.2,3.5,3.4,0.99
0,1947,Yomiuri ,3.33,56,59,.487,2.65,3.32,119,119,46,73,18,,1072.0,850,396,316,41,461,0,364,17,0,9,4375,1.223,7.1,0.3,3.9,3.1,0.79
0,1947,Taiyo Ro,3.55,50,64,.439,2.55,3.55,119,119,25,94,9,,1071.2,920,423,304,22,485,0,354,19,0,9,4506,1.311,7.7,0.2,4.1,3.0,0.73
0,1947,Tokyu Fl,3.59,51,65,.440,2.53,3.61,119,119,29,90,11,,1063.2,971,427,299,23,345,0,266,33,6,4,4485,1.237,8.2,0.2,2.9,2.3,0.77
0,1947,Kinsei S,4.00,41,74,.357,2.98,4.02,119,119,45,74,18,,1066.0,968,476,353,27,437,0,272,19,1,2,4560,1.318,8.2,0.2,3.7,2.3,0.62
0,1946,Tokyo Ky,3.39,64,39,.621,2.59,3.42,105,105,35,70,20,,937.0,805,356,270,22,428,0,313,10,2,8,3913,1.316,7.7,0.2,4.1,3.0,0.73
0,1946,Kinki Gr,3.93,65,38,.631,3.08,3.93,105,105,34,71,13,,946.0,873,413,324,20,522,0,368,24,4,6,4144,1.475,8.3,0.2,5.0,3.5,0.71
0,1946,Osaka Ti,4.10,59,46,.562,3.23,4.16,105,105,52,53,10,,929.1,894,430,334,27,383,0,256,17,1,4,3984,1.374,8.7,0.3,3.7,2.5,0.67
0,1946,Pacific2,4.12,42,60,.412,3.23,4.13,105,105,30,75,12,,944.1,918,433,339,17,429,0,295,15,1,13,4092,1.426,8.7,0.2,4.1,2.8,0.69
0,1946,Hankyu25,4.18,51,52,.495,3.17,4.19,105,105,51,54,5,,944.0,897,439,333,29,332,0,251,13,1,3,3981,1.302,8.6,0.3,3.2,2.4,0.76
0,1946,Gold Sta,4.61,43,60,.417,3.54,4.71,105,105,30,75,10,,924.2,920,484,364,30,435,0,356,8,1,3,4084,1.465,9.0,0.3,4.2,3.5,0.82
0,1946,Senators,4.74,47,58,.448,3.67,4.88,105,105,36,69,4,,918.0,948,498,374,24,421,0,304,23,4,12,4100,1.491,9.3,0.2,4.1,3.0,0.72
0,1946,Chubu Ni,5.58,42,60,.412,4.41,5.65,105,105,57,48,2,,933.1,1004,586,457,42,475,0,243,14,3,7,4195,1.585,9.7,0.4,4.6,2.3,0.51
0,1944,Hanshin3,2.31,27,6,.818,1.53,2.29,35,35,7,28,8,,317.2,255,81,54,1,81,0,55,1,1,0,1287,1.058,7.2,0.0,2.3,1.6,0.68
0,1944,Tokyo Ky,2.97,19,14,.576,1.92,2.94,35,35,5,30,7,,318.0,242,104,68,6,133,0,162,3,1,5,1316,1.179,6.8,0.2,3.8,4.6,1.22
0,1944,Hankyu23,3.31,19,15,.559,2.40,3.36,35,35,13,22,9,,311.0,251,116,83,4,145,0,96,3,0,1,1300,1.273,7.3,0.1,4.2,2.8,0.66
0,1944,Kinki Ni,3.60,11,23,.324,2.09,3.66,35,35,5,30,5,,310.0,266,126,72,2,163,0,133,7,1,0,1345,1.384,7.7,0.1,4.7,3.9,0.82
0,1944,Asahi26.,3.77,12,22,.353,2.85,3.84,35,35,10,25,4,,309.0,254,132,98,1,225,0,122,4,1,7,1401,1.550,7.4,0.0,6.6,3.6,0.54
0,1944,Sangyo24,4.34,13,21,.382,3.10,4.40,35,35,9,26,2,,311.0,303,152,107,9,119,0,62,4,3,1,1354,1.357,8.8,0.3,3.4,1.8,0.52
0,1943,Tokyo Ky,2.01,54,27,.667,1.38,1.99,84,84,27,57,25,,763.1,448,169,117,7,356,0,409,6,0,14,3065,1.053,5.3,0.1,4.2,4.8,1.15
0,1943,Nagoya21,2.05,48,29,.623,1.41,1.99,84,84,26,58,17,,779.1,475,172,122,13,325,0,222,12,0,7,3100,1.027,5.5,0.2,3.8,2.6,0.68
0,1943,Asahi22.,2.20,41,36,.532,1.63,2.16,84,84,17,67,23,,771.2,517,185,140,4,297,0,297,6,0,3,3084,1.055,6.0,0.0,3.5,3.5,1.00
0,1943,Hanshin2,2.63,41,36,.532,1.80,2.58,84,84,30,54,13,,769.2,543,221,154,3,364,0,262,9,1,4,3193,1.178,6.3,0.0,4.3,3.1,0.72
0,1943,Nishitet,2.81,39,37,.513,2.21,2.77,84,84,26,58,13,,766.0,555,236,188,19,343,0,258,5,1,2,3149,1.172,6.5,0.2,4.0,3.0,0.75
0,1943,Hankyu23,3.06,31,51,.378,2.25,3.11,84,84,32,52,11,,742.2,578,257,186,12,320,0,204,4,0,6,3089,1.209,7.0,0.1,3.9,2.5,0.64
0,1943,Yamato27,3.13,35,43,.449,2.42,3.07,84,84,33,51,11,,771.1,598,263,207,9,362,0,187,6,0,4,3217,1.245,7.0,0.1,4.2,2.2,0.52
0,1943,Nakai19.,3.17,26,56,.317,2.48,3.16,84,84,30,54,12,,758.1,550,266,209,6,473,0,312,12,8,6,3198,1.349,6.5,0.1,5.6,3.7,0.66
0,1942,Taiyo23.,1.99,60,39,.606,1.42,1.90,105,105,36,69,29,,990.2,611,209,156,17,285,0,415,10,0,2,3866,0.904,5.6,0.2,2.6,3.8,1.46
0,1942,Tokyo Ky,2.17,73,27,.730,1.57,2.11,105,105,32,73,27,,970.1,585,228,169,12,418,0,407,6,1,13,3874,1.034,5.4,0.1,3.9,3.8,0.97
0,1942,Asahi22.,2.28,49,50,.495,1.41,2.22,105,105,34,71,20,,968.1,642,239,152,7,422,0,298,9,0,4,3899,1.099,6.0,0.1,3.9,2.8,0.71
0,1942,Hankyu24,2.51,49,50,.495,1.73,2.38,105,105,51,54,16,,999.2,725,264,192,8,388,0,292,12,0,4,4022,1.113,6.5,0.1,3.5,2.6,0.75
0,1942,Nakai21.,2.72,49,56,.467,1.90,2.74,105,105,47,58,16,,939.0,677,286,198,9,435,0,363,8,3,2,3868,1.184,6.5,0.1,4.2,3.5,0.83
0,1942,Hanshin2,2.87,52,48,.520,1.91,2.89,105,105,54,51,15,,938.2,754,301,199,9,450,0,303,14,1,6,4106,1.283,7.2,0.1,4.3,2.9,0.67
0,1942,Yamato27,3.07,27,68,.284,2.29,3.07,105,105,35,70,11,,945.0,720,322,240,21,409,0,206,14,0,0,3930,1.195,6.9,0.2,3.9,2.0,0.50
0,1942,Nagoya21,3.09,39,60,.394,1.93,3.00,105,105,61,44,8,,973.1,740,324,209,25,447,0,248,16,3,7,4065,1.220,6.8,0.2,4.1,2.3,0.55
0,1941,Taiyo23.,1.95,47,37,.560,1.33,1.85,87,87,44,43,42,,827.2,554,170,122,20,295,0,295,1,1,8,3267,1.026,6.0,0.2,3.2,3.2,1.00
0,1941,Tokyo Ky,2.24,62,22,.738,1.75,2.17,86,86,28,58,26,,801.2,504,193,156,11,407,0,360,8,1,7,3245,1.136,5.7,0.1,4.6,4.0,0.88
0,1941,Hanshin2,2.37,41,43,.488,1.61,2.22,84,84,41,43,14,,806.2,605,199,144,4,351,0,234,10,1,4,3296,1.185,6.8,0.0,3.9,2.6,0.67
0,1941,Hankyu24,2.40,53,31,.631,1.59,2.31,85,85,42,43,21,,796.0,533,204,141,4,345,0,242,11,1,4,3205,1.103,6.0,0.0,3.9,2.7,0.70
0,1941,Nakai20.,2.55,43,41,.512,1.82,2.44,84,84,40,44,15,,788.0,540,214,159,14,383,0,285,5,0,2,3196,1.171,6.2,0.2,4.4,3.3,0.74
0,1941,Nagoya21,2.58,37,47,.440,1.75,2.50,84,84,45,39,13,,782.1,542,217,152,12,363,0,252,13,1,4,3189,1.157,6.2,0.1,4.2,2.9,0.69
0,1941,Asahi21.,3.46,25,59,.298,2.24,3.36,85,85,41,44,7,,787.2,612,294,196,12,490,0,226,18,3,9,3412,1.399,7.0,0.1,5.6,2.6,0.46
0,1941,Kurowash,3.65,28,56,.333,2.86,3.67,85,85,38,47,15,,759.1,612,310,241,23,454,0,217,4,3,6,3265,1.404,7.3,0.3,5.4,2.6,0.48
0,1940,Tokyo Ky,2.13,76,28,.731,1.56,2.12,104,104,24,80,25,,936.2,565,221,162,12,461,0,529,11,1,10,3790,1.095,5.4,0.1,4.4,5.1,1.15
0,1940,Hanshin2,2.31,64,37,.634,1.66,2.32,104,104,56,48,26,,931.0,667,240,172,9,352,0,323,15,1,4,3711,1.095,6.4,0.1,3.4,3.1,0.92
0,1940,Hankyu24,2.38,61,38,.616,1.57,2.33,104,104,38,66,22,,958.2,629,248,167,10,336,0,282,17,1,8,3794,1.007,5.9,0.1,3.2,2.6,0.84
0,1940,Nagoya20,2.68,58,41,.586,1.90,2.68,104,104,48,56,18,,938.0,744,279,198,17,407,0,287,11,1,7,3875,1.227,7.1,0.2,3.9,2.8,0.71
0,1940,Tsubasa2,2.84,56,39,.589,2.00,2.81,105,105,48,57,20,,953.2,718,298,212,21,302,0,450,9,2,1,3850,1.070,6.8,0.2,2.9,4.2,1.49
0,1940,Kurowash,3.22,46,54,.460,2.24,3.25,104,104,27,77,15,,929.0,621,335,231,13,591,0,431,14,0,11,3903,1.305,6.0,0.1,5.7,4.2,0.73
0,1940,Lion21.9,4.00,24,76,.240,2.76,4.05,104,104,60,44,7,,925.0,789,416,284,9,438,0,389,10,2,13,4011,1.326,7.7,0.1,4.3,3.8,0.89
0,1940,Nakai21.,4.04,28,71,.283,2.44,3.97,105,105,42,63,7,,961.1,763,424,261,5,564,0,459,14,0,9,4227,1.380,7.1,0.0,5.3,4.3,0.81
0,1940,Nagoya K,4.09,34,63,.351,2.99,4.08,104,104,59,45,5,,937.2,766,425,311,10,573,0,431,17,2,8,4128,1.428,7.4,0.1,5.5,4.1,0.75
0,1939,Tokyo Ky,2.78,66,26,.717,2.07,2.81,96,96,37,59,17,,855.2,607,267,197,13,426,0,496,21,0,15,3556,1.207,6.4,0.1,4.5,5.2,1.16
0,1939,Hankyu23,2.79,58,36,.617,2.16,2.84,96,96,38,58,21,,848.2,647,268,204,16,295,0,273,7,1,7,3458,1.110,6.9,0.2,3.1,2.9,0.93
0,1939,Osaka Ti,2.89,63,30,.677,2.02,2.88,96,96,40,56,12,,865.0,694,277,194,15,303,0,327,10,5,4,3550,1.153,7.2,0.2,3.2,3.4,1.08
0,1939,Tokyo Se,2.99,49,38,.563,2.21,2.95,96,96,42,54,15,,874.1,729,287,215,25,281,0,393,11,1,5,3587,1.155,7.5,0.3,2.9,4.0,1.40
0,1939,Nankai21,3.56,40,50,.444,2.51,3.58,96,96,44,52,12,,860.2,701,342,240,11,477,0,245,28,0,7,3689,1.369,7.3,0.1,5.0,2.6,0.51
0,1939,Nagoya21,3.64,38,53,.418,2.44,3.67,96,96,40,56,9,,856.1,708,349,232,21,477,0,306,14,1,10,3659,1.384,7.4,0.2,5.0,3.2,0.64
0,1939,Nagoya K,4.15,36,56,.391,2.86,4.19,96,96,51,45,9,,855.1,731,398,272,17,447,0,357,10,1,9,3714,1.377,7.7,0.2,4.7,3.8,0.80
0,1939,Lion21.3,4.47,33,58,.363,3.11,4.48,96,96,46,50,9,,862.0,748,429,298,16,487,0,335,8,2,20,3812,1.433,7.8,0.2,5.1,3.5,0.69
0,1939,Eagles22,4.52,29,65,.309,3.17,4.65,96,96,34,62,9,,839.2,768,434,296,22,540,0,385,13,4,19,3751,1.558,8.2,0.2,5.8,4.1,0.71
0,1938,Tokyo Ky,2.75,30,9,.769,2.04,2.73,40,40,14,26,8,,362.0,236,110,82,13,123,0,211,5,2,1,1450,0.992,5.9,0.3,3.1,5.2,1.72
0,1938,Osaka Ti,3.28,27,13,.675,2.46,3.22,40,40,16,24,3,,366.0,302,131,100,11,171,0,152,9,2,10,1565,1.292,7.4,0.3,4.2,3.7,0.89
0,1938,Eagles22,3.55,15,20,.429,2.30,3.51,40,40,10,30,2,,364.0,267,142,93,11,213,0,225,4,1,5,1559,1.319,6.6,0.3,5.3,5.6,1.06
0,1938,Lion20.9,3.65,19,20,.487,2.62,3.65,40,40,14,26,4,,360.1,251,146,105,8,217,0,202,4,0,6,1559,1.299,6.3,0.2,5.4,5.0,0.93
0,1938,Hankyu23,3.93,21,17,.553,3.13,3.96,40,40,16,24,2,,356.2,276,157,124,9,169,0,129,8,1,4,1500,1.248,7.0,0.2,4.3,3.3,0.76
0,1938,Nakai20.,4.10,11,26,.297,2.82,4.21,40,40,13,27,2,,350.2,294,164,110,7,205,0,133,11,2,5,1536,1.423,7.5,0.2,5.3,3.4,0.65
0,1938,Nagoya20,4.58,19,18,.514,3.34,4.63,40,40,21,19,6,,356.0,325,183,132,20,185,0,155,6,3,6,1594,1.433,8.2,0.5,4.7,3.9,0.84
